,country,empty_slots,extra.address,extra.bike_uids,extra.last_updated,extra.number,extra.renting,extra.returning,extra.slots,extra.uid,free_bikes,id,latitude,longitude,name,network_id,timestamp
0,US,2,Basalt,,1572297881.0,,1.0,1.0,,1482,3.0,de99fa376a6ff38db656affe33d40e52,39.380066,-107.081968,Evans Rd,we-cycle,2020-02-19T23:57:19.247000Z
1,US,8,Aspen,,1572470181.0,,0.0,1.0,,1480,0.0,c7fddca9c7f33987a59095d9fa1dba04,39.1916,-106.823,Hotel Aspen,we-cycle,2020-02-19T23:57:19.250000Z
2,US,6,Basalt,,1572384718.0,,0.0,1.0,,1485,0.0,edd6bdd575f305389a942010c19b3fd0,39.359289,-107.023232,Roaring Fork Club Employee Housing,we-cycle,2020-02-19T23:57:19.256000Z
3,US,7,Aspen,,1572464489.0,,0.0,1.0,,1443,0.0,b7130e6c2093f16d6462e6c778db62f4,39.18867,-106.850827,Aspen Recreation Center,we-cycle,2020-02-19T23:57:19.257000Z
4,US,10,Basalt,,1572378108.0,,0.0,1.0,,1421,1.0,041409c38a1cc57e8a0c49b5ef8458fe,39.394798,-107.0956,Sopris View,we-cycle,2020-02-19T23:57:19.258000Z
5,US,7,Basalt,,1572380011.0,,0.0,1.0,,1420,0.0,63cf805d373b399ae1daa391373d7a42,39.387865,-107.0838,Alpine Bank Willits,we-cycle,2020-02-19T23:57:19.259000Z
6,US,9,Basalt,,1572371550.0,,0.0,1.0,,1423,0.0,7451acee70f324aebb2d66ccb05e4837,39.368837,-107.0378,Rocky Mountain Institute,we-cycle,2020-02-19T23:57:19.266000Z
7,US,7,Basalt,,1572367040.0,,0.0,1.0,,1422,0.0,1e3b2f47685629418d9c29805f861da4,39.362536,-107.027038,Elk | Wren,we-cycle,2020-02-19T23:57:19.267000Z
8,US,9,Basalt,,1572382430.0,,0.0,1.0,,1424,0.0,0eb48af49c4e03dd25a79d2745b28b9c,39.377761,-107.078367,Lakeside Townhomes,we-cycle,2020-02-19T23:57:19.268000Z
9,US,7,Basalt,,1572374126.0,,0.0,1.0,,1427,0.0,9d31b5b79389b478054e17594a17c7fb,39.3996,-107.0988,Blue Lake,we-cycle,2020-02-19T23:57:19.269000Z
10,US,11,Basalt,,1572371920.0,,0.0,1.0,,1426,0.0,dc7a4a5f990f699ffa4d77af05f1490a,39.368153,-107.034646,Riverside,we-cycle,2020-02-19T23:57:19.270000Z
11,US,7,Basalt,,1572369819.0,,0.0,1.0,,1429,0.0,8db4264a57a149ecffffdf6df89d9584,39.368889,-107.032778,Midland Ave,we-cycle,2020-02-19T23:57:19.271000Z
12,US,7,Basalt,,1572369293.0,,0.0,1.0,,1428,0.0,adc890837fc48596b0cf7bfcdd6d3684,39.364781,-107.030721,Two Leaves and a Bud,we-cycle,2020-02-19T23:57:19.278000Z
13,US,11,Aspen,,1572457134.0,,0.0,1.0,,406,0.0,d5153a3354cd9210d5f401dd9416ae9a,39.1866551,-106.8180447,Gondola Plaza,we-cycle,2020-02-19T23:57:19.279000Z
14,US,11,Aspen,,1572458285.0,,0.0,1.0,,405,0.0,19ddfc09964d099d2d81c5de6df42d78,39.189679,-106.818055,City Hall,we-cycle,2020-02-19T23:57:19.280000Z
15,US,15,Aspen,,1572468414.0,,0.0,1.0,,404,0.0,2bf9b5a95c7c53fa2d600e8bc092715d,39.201021,-106.831331,Aspen Meadows Resort,we-cycle,2020-02-19T23:57:19.281000Z
16,US,11,Aspen,,1572456791.0,,0.0,1.0,,403,0.0,7f144ae4d101901c62da5a99cbffb4c2,39.1874,-106.815743,Cooper | Original,we-cycle,2020-02-19T23:57:19.282000Z
17,US,11,a,,1572464850.0,,0.0,1.0,,402,0.0,eefa1e80b1e112b687efdb5db99c2745,39.190082,-106.838342,Aspen Valley Hospital,we-cycle,2020-02-19T23:57:19.283000Z
18,US,11,Aspen,,1572457784.0,,0.0,1.0,,508,0.0,85ea4e403e37d73d27519b20f085fd30,39.192659,-106.818686,North Mill Station,we-cycle,2020-02-19T23:57:19.284000Z
19,US,18,Aspen,,1572458684.0,,0.0,1.0,,400,0.0,0b612587d1235dc640875b7ef8ad5508,39.187457,-106.819228,CP Burger | Rubey Park,we-cycle,2020-02-19T23:57:19.289000Z
20,US,15,Aspen,,1572467347.0,,0.0,1.0,,506,0.0,0519e97b0c0d6bfa9025b268b4eebb69,39.200188,-106.8271467,The Aspen Institute,we-cycle,2020-02-19T23:57:19.290000Z
21,US,11,Aspen,,1572456119.0,,0.0,1.0,,1402,0.0,dd0b9a464936124ba2a7eb23e069a486,39.185029,-106.814835,The Gant,we-cycle,2020-02-19T23:57:19.291000Z
22,US,9,Aspen,,1572459150.0,,0.0,1.0,,505,0.0,f1763dd9ae827345898159aced5dbd83,39.191001,-106.8176,Rio Grande Parking Garage,we-cycle,2020-02-19T23:57:19.299000Z
23,US,14,Aspen,,1572458476.0,,0.0,1.0,,503,0.0,e554d2fa8a9d2aa21d75fbc2b2598c8d,39.1899339,-106.8195744,Hopkins | Mill,we-cycle,2020-02-19T23:57:19.300000Z
24,US,9,Aspen,,1572465396.0,,0.0,1.0,,1442,0.0,49d92e0fbdc63cbabca5aec515561990,39.190012,-106.8362,Marolt Housing,we-cycle,2020-02-19T23:57:19.301000Z
25,US,9,Aspen,,1572455941.0,,0.0,1.0,,401,0.0,fd0998acef86db479f781985f27a0e5e,39.191778,-106.809028,Smuggler | Centennial,we-cycle,2020-02-19T23:57:19.302000Z
26,US,7,Basalt,,1572369145.0,,0.0,1.0,,1440,0.0,d2ee401aad38048704d835760a1311cc,39.36496,-107.0281,School | Devon,we-cycle,2020-02-19T23:57:19.303000Z
27,US,11,Aspen,,1572470702.0,,0.0,1.0,,507,0.0,e6898fcd6021e142487fcd390a968043,39.191094,-106.822825,Molly Gibson Lodge,we-cycle,2020-02-19T23:57:19.304000Z
28,US,7,Basalt,,1572382940.0,,0.0,1.0,,1472,0.0,a9deece341661219dc3b92d425875fe7,39.3734,-107.0754,Aspen Basalt Campground,we-cycle,2020-02-19T23:57:19.305000Z
29,US,7,Basalt,,1572378703.0,,0.0,1.0,,1436,0.0,ee081bd0c783181e3959e907c77d7dfa,39.391593,-107.0871,East Valley Road,we-cycle,2020-02-19T23:57:19.308000Z
30,US,7,Basalt,,1572376861.0,,0.0,1.0,,1437,0.0,2e2fe3da100c004219826065b993899b,39.3866,-107.0817,Willits Town Center BRT,we-cycle,2020-02-19T23:57:19.309000Z
31,US,5,Basalt,,1572372312.0,,0.0,1.0,,1434,0.0,9f74110c95be22f08e5034f28d4accd9,39.366473,-107.0372,Basalt Library,we-cycle,2020-02-19T23:57:19.319000Z
32,US,7,Aspen,,1572464068.0,,0.0,1.0,,1479,0.0,91a01563215fb9e7a4478ac842c4a9a4,39.194894,-106.841177,Roundabout,we-cycle,2020-02-19T23:57:19.320000Z
33,US,9,Basalt,,1572376317.0,,0.0,1.0,,1432,0.0,5fe55b6d158e753930aba287b87e0836,39.392904,-107.089598,El Jebel Upvalley,we-cycle,2020-02-19T23:57:19.321000Z
34,US,13,Basalt,,1572365701.0,,0.0,1.0,,1433,0.0,2b0452ef99fa25ce9db62a8c9bb917aa,39.364081,-107.034,Basalt Downvalley,we-cycle,2020-02-19T23:57:19.322000Z
35,US,9,Basalt,,1572375587.0,,0.0,1.0,,1431,0.0,53517bc24821a84233897d323a62802b,39.394472,-107.0897,El Jebel Downvalley,we-cycle,2020-02-19T23:57:19.350000Z
36,US,7,Basalt,,1572367417.0,,0.0,1.0,,1438,0.0,b2268362116827444b0b91d1362dc78a,39.368653,-107.0279,Arbaney Park,we-cycle,2020-02-19T23:57:19.366000Z
37,US,7,Basalt,,1572380470.0,,0.0,1.0,,1439,0.0,2ccb7b9041a6901cc76e92983e61cd9d,39.386449,-107.083,Willits Town Center,we-cycle,2020-02-19T23:57:19.367000Z
38,US,5,Basalt,,1572382673.0,,0.0,1.0,,1418,0.0,6423517965350d0f810e8d38db21e638,39.375044,-107.0768,Midvalley Medical Center,we-cycle,2020-02-19T23:57:19.368000Z
39,US,5,Basalt,,1572375845.0,,0.0,1.0,,1473,0.0,d0a1eda25363664537ff8efb3840a740,39.39661,-107.092131,English in Action,we-cycle,2020-02-19T23:57:19.370000Z
40,US,13,Basalt,,1572363978.0,,0.0,1.0,,1471,0.0,4ce24f30069b3fc74e60c5a2883662fa,39.3639,-107.0349,Basalt Upvalley,we-cycle,2020-02-19T23:57:19.371000Z
41,US,7,Basalt,,1572362927.0,,0.0,1.0,,1476,0.0,1bcdeff01f71d5d99267cc0f391851ea,39.360843,-107.036411,Southside,we-cycle,2020-02-19T23:57:19.372000Z
42,US,5,Basalt,,1572374496.0,,0.0,1.0,,1474,0.0,d93018b7a1b24ad948417eba447f7f49,39.399142,-107.090276,JW DR,we-cycle,2020-02-19T23:57:19.373000Z
43,US,11,Aspen,,1572467758.0,,0.0,1.0,,1410,0.0,1860da894de2d6909f566ceebd862ff9,39.198112,-106.827384,Benedict Music Tent,we-cycle,2020-02-19T23:57:19.374000Z
44,US,15,Aspen,,1572385463.0,,0.0,1.0,,1411,0.0,56bb7cf8f158173b21d6a2b0b408c8a9,39.195079,-106.831677,8th Street,we-cycle,2020-02-19T23:57:19.376000Z
45,US,11,Aspen,,1572469347.0,,0.0,1.0,,1478,0.0,b098509077bd7d8b3242bab541fcf03a,39.191861,-106.827703,4th Street,we-cycle,2020-02-19T23:57:19.381000Z
46,US,9,Aspen,,1572466577.0,,0.0,1.0,,1413,0.0,043ce7a46c3a58cf9c8433b71d68255a,39.19305,-106.8221,Red Brick,we-cycle,2020-02-19T23:57:19.383000Z
47,US,9,Aspen,,1572463441.0,,0.0,1.0,,1414,0.0,ec1ad306ffabbf6dc759b22e8b5f4d33,39.200774,-106.8456,Truscott | Aspen Golf Club,we-cycle,2020-02-19T23:57:19.384000Z
48,US,11,Aspen,,1572455465.0,,0.0,1.0,,1416,0.0,f130afb690ff9c942f199de3ee30cab9,39.194819,-106.8152,Hunter Creek,we-cycle,2020-02-19T23:57:19.386000Z
49,US,7,2375 Hubbardd Rd.,,1564057143.0,,0.0,0.0,,bcycle_arborbike_2832,6.0,9101d72f2bedf1217924a691966e96f7,42.29492,-83.71988,Murfin & Hubbard,arborbike,2019-07-25T12:19:03.556000Z
50,US,9,672 Henderson Street,,1582156605.0,,1.0,1.0,,bcycle_austin_3685,4.0,8723bfa08ec83b133f6a9aeecd075f51,30.27217,-97.75246,9th/Henderson,austin,2020-02-19T23:56:45.713000Z
51,US,5,1400 Nash Hernandez Senior Rd,,1582156605.0,,1.0,1.0,,bcycle_austin_4059,8.0,0958099538f878ee1366ad9364edf1d0,30.25189,-97.73323,Nash Hernandez/East @ RBJ South,austin,2020-02-19T23:56:45.758000Z
52,US,4,799 South Congress Avenue,,1582156605.0,,1.0,1.0,,bcycle_austin_4048,8.0,568256d098257d6e8433513638f5257b,30.25495,-97.74755,South Congress @ Bouldin Creek,austin,2020-02-19T23:56:45.766000Z
53,US,2,2007 University Ave. ,,1582156605.0,,1.0,1.0,,bcycle_austin_3797,16.0,127d6968e5b3b59b49005c0694d78815,30.28354,-97.73953,21st/University,austin,2020-02-19T23:56:45.773000Z
54,US,6,750 Lavaca Street,,1582156605.0,,1.0,1.0,,bcycle_austin_4047,3.0,94f113ec7d3ea9e95b5b2568e23ec60e,30.27059,-97.74441,8th/Lavaca,austin,2020-02-19T23:56:45.787000Z
55,US,5,Presented by Graves Dougherty Hearon & Moody,,1582156605.0,,1.0,1.0,,bcycle_austin_2499,13.0,96840128a6de03042f986c91dcd38e00,30.26476,-97.74678,2nd/Lavaca @ City Hall,austin,2020-02-19T23:56:45.810000Z
56,US,10,2717 Rio Grande St.,,1582156605.0,,1.0,1.0,,bcycle_austin_3793,3.0,05459e5fce1c3a07f7b858e78017c70b,30.29333,-97.74412,28th/Rio Grande,austin,2020-02-19T23:56:45.823000Z
57,US,5,300 E. Riverside Dr.,,1582156605.0,,1.0,1.0,,bcycle_austin_3687,4.0,71ac94f8934969e97ab7682575088a0a,30.25457,-97.74258,Boardwalk West,austin,2020-02-19T23:56:45.834000Z
58,US,12,2401 Lake Austin Blvd,,1582156605.0,,1.0,1.0,,bcycle_austin_3790,1.0,3896d628557a0f44d7e606b731d19642,30.27807,-97.77272,Lake Austin Blvd/Deep Eddy,austin,2020-02-19T23:56:45.854000Z
59,US,11,101 Red River St.,,1582156605.0,,1.0,1.0,,bcycle_austin_4060,2.0,12697fe2352b41d8ab88f7c3dacecc7e,30.26212,-97.73815,Red River/Cesar Chavez @ The Fairmont,austin,2020-02-19T23:56:45.874000Z
60,US,12,2200 S Lakeshore Blvd,,1582156605.0,,1.0,1.0,,bcycle_austin_4061,2.0,6c57125ab8aedcb51b9018ab933dead5,30.24472,-97.72336,Lakeshore/Austin Hostel,austin,2020-02-19T23:56:46.468000Z
61,US,7,305 S. Congress Ave.,,1582156605.0,,1.0,1.0,,bcycle_austin_3513,5.0,b57924d91ebca5a0f18d634893a4ee8e,30.25839,-97.74592,South Congress/Barton Springs @ The Austin American-Statesman,austin,2020-02-19T23:56:45.931000Z
62,US,6,1872 Barton Springs Rd,,1582156605.0,,1.0,1.0,,bcycle_austin_3686,7.0,551b0f447c9144747dfb109cb9fd5e5e,30.26406,-97.76385,Sterzing/Barton Springs,austin,2020-02-19T23:56:45.941000Z
63,US,11,1090 Congress Ave.,,1582156605.0,,1.0,1.0,,bcycle_austin_2497,6.0,49abfbfe3cddcd1574965bef3772db3d,30.2726,-97.74127,11th/Congress @ The Texas Capitol,austin,2020-02-19T23:56:45.952000Z
64,US,11,111 E. 8th St.,,1582156605.0,,1.0,1.0,,bcycle_austin_2496,3.0,4014b2559f742447b48263708c55c3f2,30.26978,-97.74224,8th/Congress,austin,2020-02-19T23:56:45.962000Z
65,US,5,120 W. 4th St.,,1582156605.0,,1.0,1.0,,bcycle_austin_2495,10.0,15c906ebd3955b31efa9a1dd4de8f950,30.26634,-97.74378,4th/Congress,austin,2020-02-19T23:56:45.970000Z
66,US,5,151 E. 2nd St,,1582156605.0,,1.0,1.0,,bcycle_austin_2494,9.0,6ef1a960b649477ab71cdb7fef6bb963,30.26408,-97.74355,2nd/Congress,austin,2020-02-19T23:56:45.978000Z
67,US,7,Presented by Austin Energy,,1582156605.0,,1.0,1.0,,bcycle_austin_2549,6.0,c230e79a749fd6ae4f05edc42c23b1b0,30.25941,-97.74971,South 1st/Riverside @ Long Center,austin,2020-02-19T23:56:46.002000Z
68,US,13,2242 Guadalupe St.,,1582156605.0,,1.0,1.0,,bcycle_austin_2548,2.0,8b6498f887df8da619d3316aec0fa3c5,30.28576,-97.74181,Guadalupe/West Mall @ University Co-op,austin,2020-02-19T23:56:46.006000Z
69,US,11,411 W. 17th St.,,1582156605.0,,0.0,0.0,,bcycle_austin_2540,0.0,3290230356996a48faa0c2dca562e7a1,30.27974,-97.74254,17th/Guadalupe,austin,2020-02-19T23:56:46.038000Z
70,US,7,1501 E. 5th St.,,1582156605.0,,1.0,1.0,,bcycle_austin_2542,4.0,cc0a7bb361f89cb6a3dae1373692d064,30.26217,-97.72743,Plaza Saltillo,austin,2020-02-19T23:56:46.046000Z
71,US,5,2105 Veterans Dr.,,1582156605.0,,1.0,1.0,,bcycle_austin_3377,9.0,9f3c8feefcebbc7e34c375d71c7dc677,30.27466,-97.77028,Veterans/Atlanta @ MoPac Ped Bridge,austin,2020-02-19T23:56:46.306000Z
72,US,2,2100 Guadalupe St.,,1582156605.0,,1.0,1.0,,bcycle_austin_2547,11.0,088582fba6c8c9078926fd933997d73c,30.28395,-97.74198,21st/Guadalupe,austin,2020-02-19T23:56:46.062000Z
73,US,9,1106 Hollow Creek Dr,,1582156605.0,,1.0,1.0,,bcycle_austin_4058,4.0,9fededed3e5312c93bf60118b9955e57,30.26139,-97.77234,Hollow Creek/Barton Hills,austin,2020-02-19T23:56:46.074000Z
74,US,13,698 Davis St.,,1582156605.0,,1.0,1.0,,bcycle_austin_2563,6.0,bceb7257aa61b6800c21911112275498,30.26019,-97.73845,Rainey/Davis,austin,2020-02-19T23:56:46.122000Z
75,US,9,782 San Jacinto Blvd.,,1582156605.0,,1.0,1.0,,bcycle_austin_2562,4.0,8ec54b5f13b396cea5ad673cc118e232,30.26912,-97.73986,8th/San Jacinto,austin,2020-02-19T23:56:46.016000Z
76,US,10,1201 San Jacinto Blvd.,,1582156605.0,,1.0,1.0,,bcycle_austin_2561,1.0,0bba987157e12421b112ce5d33a1ec6c,30.27336,-97.73805,12th/San Jacinto @ State Capitol Visitors Garage,austin,2020-02-19T23:56:46.138000Z
77,US,13,2308 Rio Grande St. ,,1582156605.0,,1.0,1.0,,bcycle_austin_3841,0.0,f359fe234ac788dc631b9019f2905daf,30.28728,-97.74495,23rd/Rio Grande,austin,2020-02-19T23:56:46.150000Z
78,US,13,900 Barton Springs Rd.,,1582156605.0,,1.0,1.0,,bcycle_austin_2567,1.0,1130dd8e9a9b8e99a8d8165cca951e48,30.25971,-97.75346,Barton Springs/Bouldin @ Palmer Auditorium,austin,2020-02-19T23:56:46.179000Z
79,US,4,Presented by Austin Parks Foundation,,1582156605.0,,1.0,1.0,,bcycle_austin_2566,15.0,8c830e510bafffaca8ec2b52fe906cc7,30.26717,-97.75484,Electric Drive/Sandra Muraida Way @ Pfluger Ped Bridge,austin,2020-02-19T23:56:46.166000Z
80,US,3,606 Trinity Street,,1582156605.0,,1.0,1.0,,bcycle_austin_2565,8.0,bc2824413e748667b80d555de755153b,30.26735,-97.73933,6th/Trinity,austin,2020-02-19T23:56:46.170000Z
81,US,4,1001 E. 11th St.,,1582156605.0,,1.0,1.0,,bcycle_austin_2569,7.0,7e89fcbae8dd308d3116a478b1540d05,30.26968,-97.73074,East 11th/San Marcos,austin,2020-02-19T23:56:46.186000Z
82,US,6,1106 E. 11th St.,,1582156605.0,,1.0,1.0,,bcycle_austin_2568,5.0,93d1a442b2d97abcdcdd82afbbdb0c73,30.26896,-97.72843,East 11th/Victory Grill,austin,2020-02-19T23:56:46.194000Z
83,US,1,E. 23rd St.,,1582156605.0,,1.0,1.0,,bcycle_austin_3799,17.0,a94957ea77c939525c0f4bcbadeade26,30.2856,-97.7335,23rd/San Jacinto @ DKR Stadium,austin,2020-02-19T23:56:46.206000Z
84,US,3,311 Nueces St.,,1582156605.0,,1.0,1.0,,bcycle_austin_3621,8.0,a11fa175c30061ac00dda92d375e2a02,30.26697,-97.74929,3rd/Nueces,austin,2020-02-19T23:56:46.220000Z
85,US,14,1 Rainey St,,1582156605.0,,1.0,1.0,,bcycle_austin_2707,3.0,b371bdca03340ad1f51c3baa7cd93416,30.25579,-97.73982,Rainey/Cummings,austin,2020-02-19T23:56:46.226000Z
86,US,2,1300 South Congress Ave,,1582156605.0,,1.0,1.0,,bcycle_austin_2503,7.0,700515d4267c9c6fe393fdc2e391bce9,30.25103,-97.74926,South Congress/James,austin,2020-02-19T23:56:46.246000Z
87,US,2,E. 21st St.,,1582156605.0,,1.0,1.0,,bcycle_austin_3798,18.0,22e9183cd7d9aa931224f46e874ac3f5,30.283,-97.7375,21st/Speedway @ PCL,austin,2020-02-19T23:56:46.258000Z
88,US,9,1705 E 11th St,,1582156605.0,,1.0,1.0,,bcycle_austin_4055,4.0,2ae380f318f941e6cf49dcb0c23803c2,30.26638,-97.7214,11th/Salina ,austin,2020-02-19T23:56:46.262000Z
89,US,7,1285 San Antonio St.,,1582156605.0,,1.0,1.0,,bcycle_austin_3635,5.0,d03f1d24bd3f332677a08ee7821bbd7f,30.27616,-97.74488,13th/San Antonio,austin,2020-02-19T23:56:46.274000Z
90,US,8,699 East 10th Street,,1582156605.0,,1.0,1.0,,bcycle_austin_4051,5.0,3d02e4b0771b21412ad431c42d7d55a1,30.27024,-97.73578,10th/Red River,austin,2020-02-19T23:56:46.318000Z
91,US,9,1611 W 5th St,,1582156605.0,,0.0,0.0,,bcycle_austin_4050,4.0,dc9b8450a2a8efb4fb12131386b205c9,30.27489,-97.76483,5th/Campbell,austin,2020-02-19T23:56:46.323000Z
92,US,19,300 W. Dean Keeton St.,,1582156605.0,,1.0,1.0,,bcycle_austin_3795,0.0,e35366344d5476f6ac5f801a925e24e7,30.2898,-97.74041,Dean Keeton/Whitis,austin,2020-02-19T23:56:46.338000Z
93,US,7,601 Lavaca St.,,1582156605.0,,1.0,1.0,,bcycle_austin_3294,4.0,53ebc6e10cb92967400ccb2a26fa012f,30.26889,-97.74525,6th/Lavaca,austin,2020-02-19T23:56:46.354000Z
94,US,6,584 Brazos St.,,1582156605.0,,1.0,1.0,,bcycle_austin_3390,7.0,bf06f1ad3826781adee9bd7ea15095be,30.26766,-97.74162,6th/Brazos,austin,2020-02-19T23:56:46.360000Z
95,US,2,1819 East 4th St.,,1582156605.0,,1.0,1.0,,bcycle_austin_3292,6.0,67eb4c169fa502d28fd8063d4cd97c5e,30.25968,-97.72308,East 4th/Chicon,austin,2020-02-19T23:56:46.366000Z
96,US,3,2414 E 2nd St,,1582156605.0,,1.0,1.0,,bcycle_austin_3293,6.0,64d42a031fb236710d1f5cfa81df917d,30.25542,-97.71665,East 2nd/Pedernales,austin,2020-02-19T23:56:46.370000Z
97,US,12,600 W. 26th,,1582156605.0,,1.0,1.0,,bcycle_austin_3838,1.0,b16dd2648b49547004aac74ec3ce566e,30.29068,-97.74292,26th/Nueces,austin,2020-02-19T23:56:46.374000Z
98,US,4,310 E. 11th St.,,1582156605.0,,1.0,1.0,,bcycle_austin_3291,7.0,056491b86e9e64c788c90bd057344340,30.27193,-97.73854,11th/San Jacinto,austin,2020-02-19T23:56:46.387000Z
99,US,11,1530 Barton Springs Road,,1582156605.0,,1.0,1.0,,bcycle_austin_2711,5.0,27fa3b25cdefc1eb6e3fe56c5b20c7b8,30.262,-97.76118,Barton Springs/Kinney,austin,2020-02-19T23:56:46.395000Z
100,US,5,590 Medina St.,,1582156605.0,,1.0,1.0,,bcycle_austin_3660,4.0,f2fbeb88b68102eaaca01e4f8139d9ff,30.26455,-97.73165,East 6th/Medina,austin,2020-02-19T23:56:46.405000Z
101,US,4,652 W. 3rd St,,1582156605.0,,1.0,1.0,,bcycle_austin_2552,8.0,f8342d4acf0eacf34df029c0dcdc24db,30.2678,-97.75189,3rd/West,austin,2020-02-19T23:56:46.408000Z
102,US,6,Presented by Austin Parks Foundation,,1582156605.0,,1.0,1.0,,bcycle_austin_2575,8.0,36bc6bc746e6c3ed9978359f4c4aa354,30.26446,-97.75665,Riverside/South Lamar,austin,2020-02-19T23:56:46.415000Z
103,US,13,900 W. 22nd,,1582156605.0,,1.0,1.0,,bcycle_austin_3792,0.0,f98ab9a8bf32225f48cabc32e756e072,30.2853,-97.7467,22nd/Pearl,austin,2020-02-19T23:56:46.418000Z
104,US,3,1199 S. Congress Ave.,,1582156605.0,,1.0,1.0,,bcycle_austin_2570,6.0,8d9dcd45a7b7d9843a239c0518264484,30.25222,-97.74881,South Congress/Academy,austin,2020-02-19T23:56:46.423000Z
105,US,7,761 Red River St.,,1582156605.0,,1.0,1.0,,bcycle_austin_2571,5.0,889e7ef356b0f9c187e604560c022ad5,30.26854,-97.73646,8th/Red River,austin,2020-02-19T23:56:46.430000Z
106,US,3,124 W Cesar Chavez St,,1582156605.0,,1.0,1.0,,bcycle_austin_3684,8.0,4cddd031571f32ffc4ae49d78076dc9c,30.26332,-97.74508,Cesar Chavez/Congress,austin,2020-02-19T23:56:46.441000Z
107,US,6,639 Chalmers Avenue,,1582156605.0,,1.0,1.0,,bcycle_austin_4057,6.0,d7f0a7b5f4032c860f1ae0e4f6dbfd1b,30.26269,-97.72438,6th/Chalmers ,austin,2020-02-19T23:56:46.450000Z
108,US,4,212 Trinity,,1582156605.0,,1.0,1.0,,bcycle_austin_2539,7.0,0bea9a6085cdb4791f3d11ac32bec4c3,30.26426,-97.74023,3rd/Trinity @ The Convention Center,austin,2020-02-19T23:56:46.456000Z
109,US,15,2525 South Lakeshore Boulevard,,1582156605.0,,1.0,1.0,,bcycle_austin_4062,3.0,243cf36fed0c55e08aea3bb5f4aebfd5,30.24258,-97.71726,Lakeshore/Pleasant Valley,austin,2020-02-19T23:56:46.462000Z
110,US,7,600 Congress Ave.,,1582156605.0,,1.0,1.0,,bcycle_austin_3619,4.0,eda72ab2c97be9226392198a44fdd92d,30.26822,-97.74285,6th/Congress,austin,2020-02-19T23:56:46.478000Z
111,US,7,2120 East 6th St,,1582156605.0,,1.0,1.0,,bcycle_austin_2822,6.0,fd505b8cf6ed85ef5d91f4a647c4ccc0,30.26032,-97.71899,East 6th/Robert T. Martinez,austin,2020-02-19T23:56:46.486000Z
112,US,9,2910 E 5th St,,1582156605.0,,1.0,1.0,,bcycle_austin_2823,2.0,fe9c5e51f706fdd8981ed72ebf05eab4,30.2563,-97.71007,East 5th/Broadway @ Capital Metro HQ,austin,2020-02-19T23:56:46.490000Z
113,US,4,603 West Ave.,,1582156605.0,,1.0,1.0,,bcycle_austin_2537,9.0,3c8c0510f41de2f9d61a1d3ed5993790,30.27041,-97.75046,6th/West,austin,2020-02-19T23:56:46.497000Z
114,US,8,2498 E. 6th St.,,1582156605.0,,0.0,0.0,,bcycle_austin_2544,2.0,db5bc4f289060d8308b065e0a583c0b6,30.25895,-97.71475,East 6th/Pedernales,austin,2020-02-19T23:56:46.054000Z
115,US,8,Presented by Whole Foods Market,,1582156605.0,,1.0,1.0,,bcycle_austin_2501,7.0,830ff19b977ffc4c13ba23648cbdc290,30.27001,-97.75308,5th/Bowie,austin,2020-02-19T23:56:46.158000Z
116,US,11,101 Elizabeth St. W,,1582156605.0,,1.0,1.0,,bcycle_austin_2504,0.0,8c8d0165291611b45159d72776264731,30.24891,-97.75019,South Congress/Elizabeth,austin,2020-02-19T23:56:46.130000Z
117,US,7,Barton Springs & William Barton Drive,,1582156605.0,,1.0,1.0,,bcycle_austin_2574,8.0,84d65c63f179f3dacf87104409dbfd36,30.2659,-97.76822,Zilker Park,austin,2020-02-19T23:56:46.011000Z
118,US,7,2200 William Barton Dr.,,1582156605.0,,1.0,1.0,,bcycle_austin_2572,5.0,f5d3f402f4ec58fd6c71983b3640751f,30.26452,-97.7712,Barton Springs Pool,austin,2020-02-19T23:56:46.436000Z
119,US,9,3825 Lake Austin Blvd,,1582156605.0,,1.0,1.0,,bcycle_austin_3791,0.0,704b1f46a8a887765bdd612cc57097bd,30.29439,-97.78375,Lake Austin/Enfield,austin,2020-02-19T23:56:45.845000Z
120,US,7,1153 Angelina Street,,1582156605.0,,1.0,1.0,,bcycle_austin_4052,4.0,8350d3dcc99116182ad821b895af5142,30.26888,-97.72431,Rosewood/Angelina,austin,2020-02-19T23:56:46.350000Z
121,US,9,1909 Rosewood Avenue,,1582156605.0,,1.0,1.0,,bcycle_austin_4054,3.0,23690d75a92c7def3a6d50366b428401,30.26969,-97.71873,Rosewood/Chicon,austin,2020-02-19T23:56:45.891000Z
122,US,12,401 W. 5th St.,,1582156605.0,,1.0,1.0,,bcycle_austin_3455,2.0,d8c4a09f0da4663768d51c138a205b91,30.26724,-97.74708,4th/Guadalupe @ Republic Square,austin,2020-02-19T23:56:45.767000Z
123,US,3,Market St & E 14th St,,1582156467.0,,1.0,1.0,,1305,16.0,e65bdef1bff9341419d09d91e745d23b,35.036904,-85.307269,Market St & E 14th St,bike-chattanooga,2020-02-19T23:56:39.523000Z
124,US,10,Market and E 4th,,1582156514.0,,1.0,1.0,,1307,9.0,78cb424f97aceeb60c819813a5ad30fa,35.052701,-85.309483,Market & E 4th Street,bike-chattanooga,2020-02-19T23:56:39.530000Z
