,Country,Time,Happiness Score,"Fertility rate, total (births per woman)","Life expectancy at birth, total (years)","Mortality rate, infant (per 1,000 live births)",Population growth (annual %),Rural population (% of total population),GDP (current US$),GDP per capita (current US$),Population aged 14 years or younger ,Population aged 15-24 years ,Population aged 25-64 years ,Population aged 65 years or older ,"Prevalence of HIV, total (% of population ages 15-49)",Poverty headcount ratio at $1.90 a day (PPP) (% of population),Total population 
77,Burundi,2019,3.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5234.958,2202.908,3826.116,266.598,0.0,0.0,11530.58
78,Cambodia,2018,4.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5070.165,3080.385,7356.840999999999,742.4010000000001,0.0,0.0,16249.792
79,Cambodia,2019,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5127.182,3023.888,7557.675,777.797,0.0,0.0,16486.542
80,Cameroon,2018,4.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10750.093,4993.153,8784.9,688.1210000000001,0.0,0.0,25216.267000000003
81,Cameroon,2019,5.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10961.786,5129.656,9080.155999999999,704.7819999999999,0.0,0.0,25876.38
82,Central African Republic,2018,3.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2066.936,1009.932,1457.639,131.861,0.0,0.0,4666.3679999999995
83,Central African Republic,2019,3.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2084.0860000000002,1044.391,1483.141,133.567,0.0,0.0,4745.185
84,Chad,2018,4.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7294.081,3166.361,4633.359,383.92800000000005,0.0,0.0,15477.729
85,Chad,2019,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7466.478,3277.007,4806.052,397.339,0.0,0.0,15946.876
86,Chile,2018,6.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3699.74,2740.692,10129.293,2159.435,0.0,0.0,18729.16
87,Chile,2019,6.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3694.562,2696.875,10308.806999999999,2251.794,0.0,0.0,18952.038
88,China,2018,5.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255220.634,173433.93399999998,843081.4659999999,155911.75199999998,0.0,0.0,1427647.7859999998
89,China,2019,5.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255278.13600000003,171398.079,842621.0390000001,164486.432,0.0,0.0,1433783.686
90,Colombia,2018,6.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11460.725,8714.612,25275.424,4210.287,0.0,0.0,49661.047999999995
91,Colombia,2019,6.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11387.177,8713.248,25826.347999999998,4412.67,0.0,0.0,50339.443
92,Comoros,2019,3.9730000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.278,165.91099999999997,324.699,25.998,0.0,0.0,850.8860000000001
93,Costa Rica,2018,7.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066.118,787.638,2668.2459999999996,477.439,0.0,0.0,4999.441
94,Croatia,2018,5.321000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.175,453.83099999999996,2249.604,849.795,0.0,0.0,4156.405
95,Croatia,2019,5.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.464,442.621,2224.632,861.587,0.0,0.0,4130.304
96,Cyprus,2018,5.7620000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Cyprus,2019,6.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Dominican Republic,2018,5.3020000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2973.1690000000003,1910.8120000000001,4990.459,752.701,0.0,0.0,10627.141000000001
99,Dominican Republic,2019,5.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2975.625,1903.6429999999998,5075.919,783.7710000000001,0.0,0.0,10738.958
100,Ecuador,2018,5.973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4788.505,3091.7490000000003,7981.326999999999,1222.777,0.0,0.0,17084.358
101,Ecuador,2019,6.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4813.715,3114.583,8164.543000000001,1280.8210000000001,0.0,0.0,17373.662
102,Egypt,2018,4.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33265.917,16851.108,43159.236,5147.337,0.0,0.0,98423.59800000001
103,Egypt,2019,4.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33966.134,16991.37,44133.76,5296.809,0.0,0.0,100388.073
104,El Salvador,2018,6.167000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1742.082,1264.891,2881.68,532.0930000000001,0.0,0.0,6420.746
105,El Salvador,2019,6.252999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1733.3239999999998,1243.271,2930.369,546.589,0.0,0.0,6453.553000000001
106,Estonia,2018,5.739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.391,124.475,722.413,259.64099999999996,0.0,0.0,1322.92
107,Estonia,2019,5.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.245,121.916,720.466,265.02099999999996,0.0,0.0,1325.648
108,Ethiopia,2018,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44544.973,23648.104,37207.245,3824.092,0.0,0.0,109224.414
109,Ethiopia,2019,4.2860000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45208.570999999996,24215.142999999996,38713.554,3941.462,0.0,0.0,112078.73
110,Gabon,2018,4.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784.68,367.039,892.0269999999999,75.529,0.0,0.0,2119.275
111,Gabon,2019,4.7989999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,807.755,369.069,918.743,77.012,0.0,0.0,2172.5789999999997
112,Gambia,2019,4.516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.975,473.45599999999996,778.1519999999999,60.123000000000005,0.0,0.0,2347.706
113,Georgia,2018,4.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792.3919999999999,470.64300000000003,2144.85,595.057,0.0,0.0,4002.942
114,Georgia,2019,4.519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.6089999999999,458.92900000000003,2135.272,601.955,0.0,0.0,3996.765
115,Ghana,2018,4.657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11191.258,5792.305,11870.017,913.5219999999999,0.0,0.0,29767.102000000003
116,Ghana,2019,4.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11365.593,5894.755999999999,12215.368,942.1389999999999,0.0,0.0,30417.856
117,Guatemala,2018,6.382000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5939.365,3655.0170000000003,6823.488,829.9789999999999,0.0,0.0,17247.849
118,Guatemala,2019,6.436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5952.969,3706.403,7055.512,866.5880000000001,0.0,0.0,17581.471999999998
119,Guinea,2018,3.964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5443.689,2656.9440000000004,3950.415,363.245,0.0,0.0,12414.293
120,Guinea,2019,4.534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5549.105,2737.9770000000003,4108.446,375.718,0.0,0.0,12771.246000000001
121,Haiti,2018,3.582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3697.594,2179.427,4695.626,550.531,0.0,0.0,11123.178
122,Haiti,2019,3.597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3700.888,2194.2870000000003,4797.577,570.325,0.0,0.0,11263.077
123,Honduras,2018,5.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3043.164,2021.5970000000002,4073.047,449.714,0.0,0.0,9587.521999999999
124,Honduras,2019,5.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3036.8340000000003,2041.398,4197.3240000000005,470.561,0.0,0.0,9746.117
125,India,2018,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365934.399,246377.16,656738.0279999999,83592.693,0.0,0.0,1352642.28
126,India,2019,4.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363716.69399999996,247486.70899999997,668065.2629999999,87149.088,0.0,0.0,1366417.754
127,Indonesia,2018,5.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71069.734,45402.4,135520.50199999998,15677.907,0.0,0.0,267670.543
128,Indonesia,2019,5.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70944.81599999999,45753.77099999999,137553.315,16373.666000000001,0.0,0.0,270625.568
129,Iraq,2018,4.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14753.339,7679.0830000000005,14723.798999999999,1277.379,0.0,0.0,38433.6
130,Iraq,2019,4.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14945.944,7818.13,15209.753,1335.9560000000001,0.0,0.0,39309.782999999996
131,Israel,2018,6.814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2340.5589999999997,1245.838,3791.2659999999996,1003.8530000000001,0.0,0.0,8381.516
132,Israel,2019,7.138999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2375.677,1269.012,3834.585,1040.103,0.0,0.0,8519.377
133,Jamaica,2018,5.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.029,520.062,1459.588,258.168,0.0,0.0,2934.847
134,Jamaica,2019,5.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.7660000000001,510.796,1480.66,263.057,0.0,0.0,2948.2790000000005
135,Jordan,2018,5.1610000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3412.672,1926.346,4242.985,383.315,0.0,0.0,9965.318000000001
136,Jordan,2019,4.906000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3390.355,1955.9589999999998,4362.079000000001,393.301,0.0,0.0,10101.694
137,Kazakhstan,2018,5.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5213.8640000000005,2291.1620000000003,9460.434000000001,1354.158,0.0,0.0,18319.618000000002
138,Kazakhstan,2019,5.809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5357.884,2232.5860000000002,9541.338,1419.619,0.0,0.0,18551.427
139,Kenya,2018,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20445.076,10609.076000000001,19136.245,1202.1680000000001,0.0,0.0,51392.565
140,Kenya,2019,4.5089999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20605.514,10930.583,19763.574,1274.302,0.0,0.0,52573.973
141,Kuwait,2018,6.082999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,891.1310000000001,428.56800000000004,2712.092,105.521,0.0,0.0,4137.312
142,Kuwait,2019,6.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.461,428.666,2754.679,116.277,0.0,0.0,4207.083
143,Kyrgyzstan,2018,5.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2039.38,1034.711,2946.59,283.349,0.0,0.0,6304.03
144,Kyrgyzstan,2019,5.261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2085.26,1022.005,3013.437,295.14799999999997,0.0,0.0,6415.85
145,Latvia,2018,5.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,Latvia,2019,5.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,Lebanon,2018,5.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,Lebanon,2019,5.197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,Lesotho,2018,3.8080000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689.768,420.586,894.643,103.331,0.0,0.0,2108.328
150,Lesotho,2019,3.802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0089999999999,420.75199999999995,909.82,104.68700000000001,0.0,0.0,2125.268
151,Liberia,2018,3.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1981.8020000000001,949.5360000000001,1730.8529999999998,156.782,0.0,0.0,4818.973
152,Liberia,2019,3.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.124,982.632,1780.391,162.227,0.0,0.0,4937.374
153,Libya,2018,5.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1891.317,1092.647,3401.27,293.325,0.0,0.0,6678.559
154,Libya,2019,5.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1902.3139999999999,1097.016,3475.967,302.155,0.0,0.0,6777.451999999999
155,Lithuania,2018,5.952000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,Lithuania,2019,6.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,North Macedonia,2019,5.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.55400000000003,257.31,1191.131,293.464,0.0,0.0,2083.459
158,Madagascar,2018,3.7739999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10680.396999999999,5409.169,9388.366,784.3810000000001,0.0,0.0,26262.313
159,Madagascar,2019,3.9330000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10886.657,5551.069,9710.618,820.9630000000001,0.0,0.0,26969.307
160,Malawi,2018,3.5869999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7965.286999999999,3769.011,5928.951999999999,479.967,0.0,0.0,18143.217
161,Malawi,2019,3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8097.672,3887.131,6151.768,492.176,0.0,0.0,18628.747
162,Malaysia,2018,6.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7565.196,5626.243,16233.121000000001,2103.473,0.0,0.0,31528.033
163,Malaysia,2019,5.3389999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7570.493,5587.67,16580.443,2211.1710000000003,0.0,0.0,31949.777000000002
164,Mali,2018,4.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9070.226999999999,3714.0570000000002,5815.142,478.32300000000004,0.0,0.0,19077.749
165,Mali,2019,4.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9299.171999999999,3864.097,6004.269,490.49300000000005,0.0,0.0,19658.031000000003
166,Malta,2018,6.627000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.711000000000006,48.673,238.48,89.384,0.0,0.0,439.24800000000005
167,Malta,2019,6.726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.1,47.047,238.55200000000002,91.67299999999999,0.0,0.0,440.37199999999996
168,Mauritania,2018,4.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1764.9879999999998,844.252,1655.76,138.313,0.0,0.0,4403.313
169,Mauritania,2019,4.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1805.251,865.045,1712.558,142.842,0.0,0.0,4525.696
170,Mauritius,2018,5.891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.479,193.155,703.1519999999999,145.399,0.0,0.0,1267.185
