,Country,Year,fertilityRate,lifeExpectancy,mortalityRate,popGrowth,ruralPopPct,gdpGrowthPct,gdpUS,gdpPerCapitaUS,gdpPerCapita ppp,gdp pppInternational,gni,gniPerCapita,gniPerCapita ppp,pop14under,pop15to24,pop25to64,pop65over,hivPct,povertyRatio,totalPop,Happiness Score
271,Philippines,2016,2.925,69.094,22.7,1.5645,53.525,6.8757100000000015,304889079564.142,2950.9139,7809.42185,806871199549.205,17430338217200.0,3580.0,9400.0,33091.184,20042.482,45592.686,4937.464,0.1,0.0,103663.816,5.279
272,Philippines,2017,2.894,69.238,22.2,1.5346799999999998,53.31800000000001,6.68452,313595208736.66,2988.9527,8360.509,877168636231.037,19006673243800.0,3660.0,10050.0,33095.825,20199.959,46684.652,5192.489000000001,0.1,0.0,105172.925,5.42999982833862
273,Lesotho,2015,3.143,53.745,70.5,1.336,73.092,2.76666,2510312804.7673697,1154.35522,2899.26032,6304861956.63408,35593830044.7464,1320.0,3220.0,687.7669999999998,423.929,848.462,98.863,23.8,0.0,2059.021,4.898
274,Lesotho,2017,3.044,54.56800000000001,66.5,1.33051,72.27,-2.2863,2578265358.30386,1154.44425,2932.03068,6548218467.626161,38618217134.552,1210.0,3290.0,689.817,420.7,879.1039999999998,101.913,23.8,0.0,2091.534,3.80800008773804
275,Romania,2015,1.58,75.0122,7.8,-0.47073,46.113,3.87151,177893451831.14102,8977.49854,21631.80621,428644644948.399,695972390000.0,9520.0,21130.0,3093.611,2218.13,11233.043,3380.391,0.1,5.7,19925.175,5.124
276,Romania,2016,1.64,75.30976,7.2,-0.57265,46.1,4.80081,188494136775.719,9567.09778,23868.13881,470257995107.2221,745074996400.0,9530.0,23240.0,3053.377,2143.957000000001,11150.098999999998,3448.8520000000008,0.1,0.0,19796.285,5.528
277,Romania,2017,1.64,75.30976,6.6,-0.60248,46.06399999999999,7.259989999999998,211883923504.01,10819.24402,26660.20328,522113047874.41,835668352700.0,10000.0,25950.0,3036.437,2085.965,11017.098,3514.469,0.1,0.0,19653.969,5.824999809265139
278,Italy,2015,1.35,82.5439,3.0,-0.09638,30.435,0.92399,1832273032580.67,30170.5166,36836.42634,2237097610681.18,1643152300000.0,32960.0,36640.0,8308.565999999999,5856.525,33117.244,13296.159,0.2,2.0,60578.49400000001,5.948
279,Italy,2016,1.34,83.2439,2.9,-0.16988,30.145,1.14551,1869117192194.75,30829.52874,39043.40287,2367103829117.2,1693768200000.0,31820.0,39140.0,8253.006,5854.51,33067.197,13488.347,0.2,0.0,60663.06,5.977
280,Italy,2017,1.34,83.2439,2.9,-0.14986,29.856,1.57176,1943835376341.56,32110.027260000006,40923.70222,2477386252656.98,1734675600000.0,31180.0,41150.0,8175.824,5847.6280000000015,32998.855,13651.393999999998,0.2,0.0,60673.701,5.96400022506714
281,Madagascar,2015,4.2410000000000005,65.539,34.9,2.69458,64.807,3.11661,9744243531.20119,402.08831,1470.79336,35643335641.2106,27481800310000.0,420.0,1410.0,10091.893,4953.4090000000015,8501.979,686.807,0.2,0.0,24234.088,3.681
282,Madagascar,2016,4.184,65.932,33.7,2.68887,64.14399999999999,4.17999,10001193315.1966,401.74227,1507.9319,37539287569.6431,30474754784600.0,400.0,1450.0,10280.038,5110.168,8787.642,716.5219999999998,0.2,0.0,24894.37,3.695
283,Madagascar,2017,4.129,66.312,32.7,2.68058,63.478,4.17079,11499803806.5729,449.72238,1558.34481,39848271447.9276,34732295252000.0,400.0,1510.0,10476.83,5262.243,9082.176,749.263,0.3,0.0,25570.512,3.64400005340576
284,New Zealand,2015,1.99,81.45683000000002,4.6,1.88905,13.659,4.43429,177620948761.31,38649.3785,37562.48359,172625905814.291,246138000000.0,40830.0,36300.0,921.561,658.293,2358.78,675.898,0.1,0.0,4614.532,7.286
285,New Zealand,2016,1.87,81.61244,4.5,2.09936,13.6,3.47146,189285950470.754,40331.9591,39420.75589,185009491539.262,262612000000.0,39520.0,38070.0,922.994,655.072,2382.3160000000007,698.883,0.1,0.0,4659.265,7.334
286,New Zealand,2017,1.81,81.65854,4.4,2.12296,13.534,2.81945,204139049908.52,42583.08473,40747.60986,195339966888.881,277478000000.0,38780.0,39350.0,927.061,648.446,2405.731,720.796,0.1,0.0,4702.0340000000015,7.31400012969971
287,Iran,2015,1.686,75.73,13.8,1.20352,26.642,-1.32065,385874474398.59,4862.29973,17622.69462,1398545627529.13,1.14430303307934e+16,5340.0,17670.0,18744.298,12493.477,42695.854000000014,4558.585999999998,0.1,0.3,78492.215,4.686
288,Iran,2016,1.661,75.953,13.3,1.14879,26.12,13.39624,418976679728.567,5219.10941,19971.2494,1603240535871.72,1.31921854e+16,5470.0,20030.0,19121.494,12034.183,43702.445,4705.867,0.1,0.3,79563.989,4.813
289,Iran,2017,1.636,76.153,12.8,1.09684,25.606,3.75519,454012768723.589,5593.85378,20884.73795,1695063558545.47,1.5345033e+16,5430.0,20920.0,19561.677,11662.649,44577.89900000001,4871.6579999999985,0.1,0.0,80673.883,4.69199991226196
290,Nepal,2015,2.162,69.887,29.9,1.169,81.443,3.32291,21410840908.5198,747.16046,2471.60811,70827098946.4128,2164392074400.0,740.0,2510.0,9010.435,5933.873000000001,10573.94,1496.783,0.2,0.0,27015.031000000006,4.5139999999999985
291,Nepal,2016,2.1180000000000003,70.253,28.8,1.13289,81.058,0.58868,21185922407.5922,730.98333,2485.03222,72023119824.514,2287167403600.0,730.0,2520.0,8812.265,6087.983,10836.323,1526.862,0.2,0.0,27263.433,4.793
292,Nepal,2017,2.083,70.604,27.8,1.10565,80.664,7.90574,24880266905.4961,849.0110400000002,2702.41642,79194307766.3825,2673590421000.0,800.0,2730.0,8659.118,6220.417,11187.841,1565.305,0.2,0.0,27632.681,4.961999893188481
293,Moldova,2015,1.248,71.468,13.8,-0.06437999999999999,57.51,-0.4,6512885830.43282,1832.49519,5069.48944,18017512981.366,131223300000.0,2230.0,5430.0,642.842,575.216,2443.579,409.0630000000001,0.5,,4070.7,5.8889999999999985
294,Moldova,2016,1.241,71.61,13.5,-0.060620000000000014,57.489,4.5,6795731286.20042,1913.23741,5358.79539,19034194706.7454,145084164000.0,2140.0,5740.0,641.837,541.219,2459.437,423.516,0.5,0.2,4066.009,5.897
295,Moldova,2017,1.234,71.718,13.3,-0.07768,57.44300000000001,4.5,8128493432.07741,2290.23515,5710.81771,20268811367.1071,160664988400.0,2200.0,6100.0,642.082,510.604,2464.119,442.879,0.6,0.1,4059.684,5.837999820709231
296,Puerto Rico,2016,1.2425,79.78832,0.0,-1.93827,6.398,-1.32693,103960800000.0,30518.40675,38358.1849,130666965075.521,70221800000.0,19820.0,25910.0,591.179,441.21,1696.6989999999996,554.0369999999998,0.0,0.0,3283.125,7.039
297,Luxembourg,2015,1.47,82.29268,2.2,2.35995,9.821,3.91596,57204400105.015,100428.36796,102780.44094,58544150279.50401,34863900000.0,74760.0,69470.0,92.82,69.995,324.615,79.311,0.2,0.2,566.741,6.9460000000000015
298,Luxembourg,2016,1.41,82.68536999999998,2.1,2.15531,9.54,2.41143,58961235412.2227,101305.52772,105082.07346,61159237905.0996,36190800000.0,71200.0,71350.0,94.069,71.944,331.909,81.342,0.3,0.0,579.264,6.871
299,Luxembourg,2017,1.41,82.68536999999998,2.1,2.43098,9.273,1.54566,62316359824.1281,104498.73867,107640.55922,64189940522.0686,39199400000.0,70790.0,76300.0,95.091,73.421,339.899,83.499,0.3,0.0,591.91,6.86299991607666
300,Portugal,2015,1.31,81.12439,3.0,-0.41414,36.486,1.82207,199420256049.689,19252.63495,29684.69167,307476292344.26,174868051000.0,20440.0,28870.0,1460.564,1087.167,5667.949000000001,2152.6710000000007,0.6,0.5,10368.351,5.102
301,Portugal,2016,1.36,81.12439,3.1,-0.31546,35.914,1.92574,206275669201.916,19977.39849,31042.00577,320522740593.433,182176155000.0,19950.0,30330.0,1432.859,1082.77,5624.859,2185.05,0.6,0.0,10325.538,5.122999999999998
302,Portugal,2017,1.36,81.12439,3.1,-0.24389,35.348,2.79505,219308128887.409,21291.43121,32554.29802,335319035878.032,190363535000.0,19930.0,31840.0,1406.141,1079.029,5585.387,2217.97,0.6,0.0,10288.527,5.19500017166138
303,Israel,2015,3.09,82.05122,3.0,1.98129,7.8210000000000015,2.56735,300470790394.92303,35855.27504,35514.54496,297615438197.162,1157847888900.0,36160.0,35210.0,2222.894,1181.713,3678.195,895.688,0.0,0.0,7978.49,7.278
304,Israel,2016,3.11,82.40732,2.9,1.96035,7.744,4.00789,319377923613.703,37371.62691,37513.39164,320589444918.824,1215485212300.0,36460.0,37170.0,2264.707000000001,1200.98,3713.152,930.146,0.0,0.2,8108.985,7.267
305,Israel,2017,3.11,82.60244,2.9,1.93873,7.664,3.44461,353268411918.577,40543.58417,38867.7616,338666467124.078,1258570277100.0,37440.0,38470.0,2303.714,1222.695,3750.811,966.628,0.0,0.0,8243.848,7.212999820709231
306,Montenegro,2015,1.6769999999999998,76.938,3.8,0.05611,34.194,3.4,4052913385.8267694,6514.2727,16337.25576,10164370703.4279,3734558900.0,7250.0,16700.0,115.977,85.186,339.38,86.413,0.1,0.0,626.956,5.192
307,Montenegro,2016,1.6669999999999998,77.116,3.5,0.02314,33.859,2.9,4374130530.97345,7028.94013,17866.5224,11118390488.8756,3988778500.0,7090.0,18020.0,114.998,84.40799999999999,339.151,88.70700000000002,0.1,0.0,627.264,5.1610000000000005
308,Montenegro,2017,1.658,77.271,3.2,0.01125,33.523,4.7,4844592066.71174,7784.06529,19354.92982,12045985736.5434,4386858600.0,7400.0,19750.0,114.532,83.39,338.345,91.296,0.1,0.0,627.563,5.23699998855591
309,Nicaragua,2015,2.231,75.149,15.9,1.12498,42.105,4.76861,12611087031.4931,2073.49794,5293.9117,32197756252.4247,334315201200.0,1950.0,5150.0,1946.406,1209.931,2771.281,295.622,0.2,0.0,6223.24,5.8279999999999985
310,Nicaragua,2016,2.2,75.404,15.3,1.1101,41.91,4.65876,13184989877.5664,2143.92589,5539.29548,34066268372.3631,367129363300.0,2040.0,5390.0,1948.201,1205.318,2842.579,307.876,0.2,0.0,6303.974,5.992000000000001
311,Nicaragua,2017,2.171,75.653,14.8,1.09405,41.701,4.86109,13814261535.5434,2221.80644,5854.56974,36401261551.68,403401111400.0,2130.0,5690.0,1950.468,1199.821,2911.976,322.581,0.2,0.0,6384.846,6.07100009918213
312,Latvia,2015,1.7,74.48049,4.3,-0.81863,32.02,2.9717,26972863393.6384,13639.694119999998,24723.56397,48891515279.5572,24183816000.0,14950.0,24580.0,301.535,211.768,1094.453,389.918,0.0,0.7,1997.674,5.098
313,Latvia,2016,1.74,74.58049,3.9,-0.91389,31.979,2.06438,27695474684.447,14133.68295,25839.9926,50634421572.675,24973160000.0,14580.0,25770.0,300.653,197.0,1088.08,388.533,0.0,0.0,1974.266,5.56
314,Latvia,2017,1.74,74.68049,3.6,-0.8862200000000001,31.925,4.6364800000000015,30463302413.7289,15684.55852,28362.01204,55086061167.8969,26846033000.0,14790.0,28170.0,303.908,182.826,1077.396,386.967,0.0,0.0,1951.097,5.849999904632571
315,Mauritius,2015,1.36,74.35316999999998,12.8,0.13243,59.0,3.55306,11692287066.381,9260.4473,20163.02494,25457936104.6717,406896000000.0,9790.0,20020.0,244.338,197.692,692.059,125.367,0.0,0.0,1259.456,5.477
316,Mauritius,2016,1.4,74.39488,12.2,0.06872,59.09,3.83795,12232463655.5727,9681.61857,21151.28299,26724074971.6119,432469000000.0,9790.0,21040.0,238.514,196.69,694.8839999999999,131.77700000000002,0.0,0.0,1261.865,5.648
317,Mauritius,2017,1.44,74.51463000000003,11.6,0.09019,59.159,3.81847,13266427697.2513,10490.50397,22356.15667,28271886355.0833,463384000000.0,10130.0,22650.0,232.129,195.13,698.7560000000002,138.484,0.0,0.0,1264.499,5.62900018692017
318,Paraguay,2015,2.509,73.023,19.0,1.31198,39.25,3.0803700000000003,36164068797.2511,5447.11863,11896.03389,78979184590.9281,181378830528451.0,5670.0,11460.0,2035.712,1350.162,2909.507,393.365,0.5,1.9,6688.746,5.877999999999999
319,Paraguay,2016,2.48,73.12,18.4,1.28984,38.974,4.3129,36054281572.3981,5360.98593,12384.02673,83286394032.4618,195973226842135.0,5430.0,11870.0,2035.073,1351.89,2980.383,410.526,0.5,1.7,6777.8719999999985,5.5379999999999985
320,Paraguay,2017,2.4530000000000003,73.211,17.9,1.2704799999999998,38.7,5.21053,39667400816.2126,5823.76614,13109.34358,89291632617.7525,213878979686200.0,5470.0,12710.0,2039.816,1350.213,3048.458,428.574,0.5,1.2,6867.061,5.493000030517581
321,Sierra Leone,2015,4.561,51.423,88.1,2.20547,59.17100000000001,-20.59877,4218723875.1379,582.9362,1403.62307,10158055212.8379,21126586132100.0,550.0,1380.0,3006.031,1450.578,2501.023,214.282,1.4,0.0,7171.914000000002,4.507
322,Sierra Leone,2016,4.457,51.835,84.7,2.17548,58.772,6.05547,3556036534.5692296,480.79302,1472.51244,10890981794.8826,20612030432900.0,480.0,1310.0,3051.49,1483.7020000000002,2574.518,219.124,1.4,0.0,7328.834,4.635
323,Sierra Leone,2017,4.359,52.214,81.7,2.15373,58.364,4.2111800000000015,3775047333.92116,499.5291,1530.37279,11565351590.1344,27176735000000.0,510.0,1510.0,3096.954,1517.5739999999996,2650.6020000000008,223.293,1.4,0.0,7488.423000000002,4.70900011062622
324,Qatar,2015,1.929,78.036,6.9,4.41262,1.055,3.65751,161739835164.835,65177.22879,128021.977,317691528789.122,575754944000.0,75150.0,125200.0,344.6740000000001,360.915,1834.502,25.619,0.1,0.0,2565.71,6.6110000000000015
325,Qatar,2016,1.907,78.184,6.7,3.49507,0.985,2.13131,151732142857.143,59044.24729,127640.32865,328010627127.935,548267000000.0,66110.0,126710.0,358.311,378.68,1887.95,29.433000000000003,0.1,0.0,2654.3740000000007,6.375
326,Qatar,2017,1.886,78.331,6.5,2.6650400000000003,0.922,1.57985,166928571428.57098,63249.42243,128646.76019000002,339525944602.103,606093000000.0,60510.0,128320.0,368.131,388.278,1934.747,33.572,0.1,0.0,2724.728,6.375
327,Lithuania,2015,1.7,74.32195,4.0,-0.94075,32.77,2.02063,41516701871.248,14291.90642,28910.3621,83981999972.5235,0.0,0.0,0.0,427.899,376.381,1579.7620000000004,547.8380000000002,0.1,0.7,2931.88,5.832999999999998
328,Lithuania,2016,1.69,74.67073,3.8,-1.27069,32.634,2.35318,42973365745.2891,14982.53305,30300.01956,86907455409.8964,0.0,0.0,0.0,423.086,351.84,1566.527,548.104,0.1,0.0,2889.557,5.813
329,Lithuania,2017,1.69,74.67073,3.4,-1.39832,32.484,4.13995,47544459558.9514,16809.648259999998,33252.676830000004,94051970915.2898,0.0,0.0,0.0,419.05800000000005,325.4240000000001,1551.74,549.192,0.2,0.0,2845.414,5.90199995040894
330,Malawi,2015,4.646,62.661,42.0,2.91437,83.68700000000003,2.8,6373212640.84604,362.6582,1162.7159,20433112339.0267,3082763641500.0,340.0,1130.0,7550.125,3453.284,5300.483,441.411,10.1,0.0,16745.303,4.292
331,Malawi,2016,4.5710000000000015,63.223,40.2,2.90482,83.494,2.48404,5433040159.88747,300.30775,1170.13982,21169672345.433,3800283532700.0,320.0,1140.0,7687.92,3555.411,5506.424,455.506,9.9,70.3,17205.261000000002,4.1560000000000015
332,Malawi,2017,4.505,63.67100000000001,38.5,2.89029,83.286,4.0000300000000015,6303292264.18905,338.48443,1204.74835,22434948986.0215,4499129213800.0,320.0,1180.0,7827.345,3659.642,5715.123000000001,468.086,9.6,0.0,17670.196,3.97000002861023
333,Namibia,2016,3.415,64.388,32.7,2.208,52.039,0.64165,11281259987.2185,4549.42164,10600.14035,26285305834.8541,162180298700.0,4700.0,10360.0,869.456,488.344,912.891,87.353,12.3,0.0,2358.044,4.574
334,Namibia,2017,3.354,64.85,31.8,2.1575,50.995,-0.94784,13253698014.7075,5230.77173,10470.87947,26531051579.9034,173875963200.0,4570.0,10320.0,886.1519999999998,488.04,940.291,88.15,12.1,0.0,2402.633,4.57399988174438
335,Kuwait,2015,1.986,74.577,7.5,3.97407,,0.59302,114567298105.683,29109.06874,73131.60662,287830938531.921,38292200000.0,40750.0,81230.0,813.313,430.99300000000005,2510.013,81.27199999999998,0.1,0.0,3835.591,6.295
336,Kuwait,2016,1.97,74.694,7.2,2.92421,,3.54701,110912280701.754,27368.28668,74347.49907,301299485181.123,37514400000.0,34890.0,83240.0,842.701,430.572,2594.89,88.712,0.1,0.0,3956.875,6.239
337,Kuwait,2017,1.96,74.811,6.9,2.05021,,-2.86643,120126277612.925,29040.36371,72095.68138,298225804713.109,42191300000.0,31430.0,83490.0,868.916,429.659,2660.889,96.635,0.1,0.0,4056.099,6.10500001907349
338,Senegal,2015,4.84,66.78399999999999,34.9,2.91916,54.13800000000001,6.36704,17767620058.8554,1186.32751,3120.59197,46737087223.4684,10277130000000.0,1290.0,3050.0,6337.801,2884.953,4909.39,446.315,0.5,0.0,14578.459,3.904
339,Senegal,2016,4.769,67.146,33.8,2.86061,53.70399999999999,6.22845,18973894458.795,1231.1426,3256.69987,50191001358.4874,10956275000000.0,1240.0,3170.0,6503.816999999999,2954.751,5075.366,459.585,0.4,0.0,14993.518999999998,4.2189999999999985
340,Senegal,2017,4.695,67.477,32.7,2.80839,53.26,7.153789999999999,21070225734.7861,1329.30423,3457.5308600000008,54803824618.5675,11933294621000.0,1240.0,3360.0,6666.764,3028.717,5249.803000000001,474.071,0.4,0.0,15419.355,4.53499984741211
341,Liberia,2015,4.65,62.007,59.3,2.44961,50.18,,3177000000.0,706.05947,1301.2994,5855354101.40368,2897000000.0,630.0,1190.0,1882.426,855.6469999999998,1592.104,142.053,1.5,0.0,4472.23,4.5710000000000015
342,Liberia,2016,4.581,62.505,57.6,2.50636,49.746,-1.59958,3277826000.0,710.43601,1262.4452199999996,5824698790.0435295,2996826000.0,610.0,1150.0,1917.424,885.048,1637.7,146.615,1.5,40.9,4586.787,3.622
343,Liberia,2017,4.513,63.006,55.9,2.52713,49.303,2.46863,3285455000.0,694.31958,1285.30371,6081936316.44451,2982565100.0,620.0,1170.0,1950.423,916.601,1683.6629999999998,151.539,1.4,0.0,4702.226,3.532999992370609
344,Japan,2015,1.45,83.7939,2.1,-0.10612,8.619,1.35382,4394977752877.82,34567.74568,40446.87919,5142456666807.06,552281300000000.0,38880.0,41990.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,5.987
345,Japan,2016,1.44,83.98488,1.9,-0.11528,8.543,0.93819,4949273341993.88,38972.34064,41306.75036000001,5245730563576.38,555658900000000.0,38000.0,42630.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,5.921
346,Japan,2017,1.43,84.09976,1.9,-0.16448,8.465,1.73455,4872415104314.68,38430.29124,42066.5763,5333444402843.26,565696300000000.0,38520.0,43540.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,5.92000007629395
347,Palestinian Territories,2015,4.075,73.29899999999998,18.6,2.92469,24.632,3.4287300000000003,12673000000.0,2865.80511,5033.94125,22260808079.687,14385300000.0,3260.0,5710.0,1807.277,985.696,1599.578,136.615,0.0,0.0,4529.166,4.715
348,Palestinian Territories,2016,4.008,73.473,18.3,2.88469,24.372,4.70844,13425700000.0,2949.68809,5115.45789,23283344193.3981,15321900000.0,3320.0,5840.0,1835.116,995.881,1663.021,141.636,0.0,1.0,4635.654,4.754
349,Palestinian Territories,2017,3.942,73.646,17.9,2.8847,24.106,3.1402400000000004,14498100000.0,3094.72575,4895.70921,22935305928.7907,16490000000.0,3340.0,5570.0,1863.891,1002.57,1733.8829999999996,146.88299999999995,0.0,0.0,4747.227,4.77500009536743
350,Iraq,2015,4.427,69.672,26.7,3.12045,30.079,2.47766,177498577312.923,4914.72761,15740.86238,568491460574.6279,204506400000000.0,5810.0,15540.0,13983.68,7203.249,13281.301,1104.031,0.0,0.0,35572.261,4.677
351,Iraq,2016,4.37,69.862,26.0,2.96516,29.906,13.02415,170559560067.682,4584.617429999998,17460.05539,649558967696.289,198781800000000.0,5380.0,17220.0,14315.215,7372.297,13769.548,1153.572,0.0,0.0,36610.63200000001,4.575
352,Iraq,2017,4.309,70.038,25.3,2.84091,29.722,-2.07317,192060810810.811,5017.96806,16935.06579,648183174024.809,222397200000000.0,4630.0,16560.0,14560.891,7530.689,14247.743,1213.458,0.0,0.0,37552.781,4.49700021743774
353,Morocco,2015,2.526,75.57300000000002,21.8,1.40405,39.191,4.53638,101179808076.36,2863.8871,7792.0295799999985,275288804968.34,969055000000.0,3010.0,7640.0,9614.554,6034.725,16803.944,2210.38,0.1,0.0,34663.603,5.013
354,Morocco,2016,2.491,75.821,20.9,1.35123,38.64,1.12598,103345296966.607,2885.48753,7857.83926,281432764335.29803,994743000000.0,2880.0,7710.0,9709.993,5985.383000000002,17134.332,2296.575,0.1,0.0,35126.283,5.151
355,Morocco,2017,2.454,76.059,20.0,1.30336,38.092,4.08751,109708728848.535,3022.92792,8225.02742,298504406107.851,1040255000000.0,2860.0,8050.0,9767.979,5937.62,17472.73,2402.926,0.1,0.0,35581.255,5.2350001335144
356,Spain,2015,1.33,82.83171,2.7,-0.07758999999999999,20.398,3.64468,1199084183705.08,25817.38661,35028.30135,1626883571435.02,1078232000000.0,28460.0,34930.0,6957.069,4554.312,26457.708,8702.837,0.4,1.0,46671.926,6.329
357,Spain,2016,1.34,83.32927,2.6,0.08337,20.16,3.17259,1237499479181.11,26622.29914,36715.84531,1706683528932.57,1119735000000.0,27620.0,36750.0,6885.713000000002,4524.519,26405.14,8818.768,0.4,0.0,46634.14,6.3610000000000015
358,Spain,2017,1.34,83.32927,2.6,0.23551,19.92,2.97918,1314314164402.2,28208.300410000003,39037.4328,1818877781763.17,1165046000000.0,27150.0,38990.0,6858.729,4497.126,26360.527,8931.046,0.4,0.0,46647.428,6.40299987792969
359,Sweden,2015,1.85,82.20488,2.4,1.05745,13.447,4.45657,498117638852.897,50832.55271,48436.97512,474642928474.534,4255629000000.0,57900.0,49060.0,1688.78,1203.549,4957.859,1914.762,0.0,0.5,9764.95,7.364
360,Sweden,2016,1.85,82.30731999999998,2.4,1.25645,13.148,2.68397,512205240408.433,51617.54035,49084.06554,487065354541.728,4433362000000.0,54240.0,49620.0,1710.318,1176.233,4997.973,1951.483,0.0,0.0,9836.007,7.291
361,Sweden,2017,1.85,82.30731999999998,2.3,1.34745,12.854,2.10472,535607385506.432,53253.47664,51404.78539,517013807222.356,4643749000000.0,52270.0,52130.0,1732.878,1145.599,5046.29,1980.129,0.0,0.0,9904.896,7.28399991989136
362,Switzerland,2015,1.54,82.89756,3.8,1.13834,26.282,1.3333700000000002,679832291693.2571,82081.59712,63938.97998,529567951995.053,669767630400.0,85800.0,65450.0,1227.369,942.461,4633.747,1493.198,0.0,,8296.775,7.5870000000000015
363,Switzerland,2016,1.54,83.60244,3.8,1.0920299999999998,26.261,1.60122,670181065629.156,80037.50304,64215.86026,537701102934.591,665115456300.0,82130.0,64680.0,1242.956,937.639,4671.755,1527.567,0.0,0.0,8379.917,7.508999999999999
364,Switzerland,2017,1.54,83.60244,3.7,0.92145,26.239,1.61669,678965423322.021,80342.84634,66307.38403,560353822653.806,677790708568.0,81130.0,67220.0,1257.589,931.523,4708.214,1558.4779999999996,0.0,0.0,8455.804,7.49399995803833
365,Turkey,2015,2.072,75.498,11.6,1.59801,26.389,6.0859,859796691176.471,10984.80288,25710.01612,2012360806477.01,2312396701600.0,12000.0,25420.0,20103.363,13007.676,39238.997,6179.373000000001,0.0,0.3,78529.409,5.332000000000002
366,Turkey,2016,2.053,75.755,10.8,1.57301,25.866,3.18382,863721731068.5079,10862.72643,26252.12562,2087370195835.54,2580797897200.0,11230.0,25970.0,20215.824,13141.716,40044.181,6426.15,0.0,0.2,79827.871,5.3889999999999985
367,Turkey,2017,2.0340000000000003,76.009,10.0,1.5383,25.356,7.44123,851549299635.427,10546.15256,28001.82768,2261008136329.92,3065914795600.0,10940.0,27640.0,20281.349,13287.836,40850.525,6696.74,0.0,0.0,81116.45,5.5
368,United Kingdom,2015,1.8,80.9561,3.8,0.79497,17.374000000000002,2.34912,2896420586534.4,44472.1517,42042.91932,2738207448383.44,1852845000000.0,43860.0,41090.0,11562.303,8079.161999999998,34380.84,11837.841,0.0,0.2,65860.146,6.867000000000001
369,United Kingdom,2016,1.79,81.1561,3.7,0.71403,17.114,1.7892400000000002,2659238931670.25,40539.91961,42977.22065,2819115070595.11,1920116000000.0,42420.0,41900.0,11661.609,8014.887,34582.819,12038.629,0.0,0.0,66297.944,6.725
370,United Kingdom,2017,1.79,81.1561,3.7,0.64995,16.857,1.82293,2637866340434.13,39953.57306,44920.45173,2965796011801.66,2011674000000.0,40600.0,44090.0,11767.393999999998,7941.638000000001,34813.219,12205.21,0.0,0.0,66727.461,6.71400022506714
371,United States,2015,1.8435,78.69024,5.8,0.73734,18.329,2.88091,18219297000000.0,56803.47061,56803.47061,18219297000000.0,18700478000000.0,56700.0,58300.0,61684.769,44498.16,167709.54,46985.84099999999,0.0,0.0,320878.31,7.119
372,United States,2016,1.8205,78.53902,5.7,0.7234,18.138,1.56722,18707189000000.0,57904.20432999999,57904.20432999999,18707189000000.0,19049435000000.0,57170.0,58960.0,61448.43900000001,44398.287,168608.082,48561.18700000001,0.0,1.2,323015.995,7.104
373,United States,2017,1.7655,78.53902,5.7,0.64046,17.942,2.21701,19485394000000.0,59927.93029,59927.93029,19485394000000.0,19872232000000.0,59160.0,61120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.993000030517581
374,Belarus,2015,1.724,73.62439,3.1,0.1593,22.819000000000006,-3.82957,56454734396.5842,5949.10631,18389.7421,174511590874.251,85992994000.0,6720.0,17590.0,1535.186,1060.622,5491.624,1351.991,0.4,,9439.423,5.813
375,Belarus,2016,1.733,73.82683,2.9,0.12550999999999998,22.339,-2.52645,47749057078.1996,5025.40506,18098.42256,171962777264.39902,90591202200.0,5630.0,17270.0,1559.8670000000004,1011.268,5512.848000000001,1361.66,0.4,,9445.643,5.8020000000000005
376,Belarus,2017,1.541,74.12926999999998,2.8,-0.03442,21.866,2.4219,54456465472.6162,5733.30721,18895.59379,179475338235.876,101223548800.0,5290.0,18180.0,1578.934,965.984,5527.93,1377.3829999999996,0.4,,9450.231,5.5689997673034695
377,Burkina Faso,2015,5.436,59.927,54.3,2.93969,72.47,3.89455,10419303761.3524,575.31445,1704.8594899999996,30876069192.2667,5963038413600.0,630.0,1650.0,8253.725,3610.141,5810.677,436.081,0.8,0.0,18110.624,3.587
378,Burkina Faso,2016,5.353,60.361,52.6,2.91561,71.866,5.93414,10886363726.8422,583.8309,1773.31358,33065972807.0138,6223985470400.0,600.0,1710.0,8463.142,3721.528,6012.36,449.327,0.8,0.0,18646.357,3.739
379,Burkina Faso,2017,5.271,60.77,51.2,2.89107,71.257,6.3021,12322864244.9183,642.03715,1866.161,35817940906.2512,6938989018700.0,590.0,1810.0,8671.796999999999,3837.881,6221.262,462.294,0.8,0.0,19193.234,4.03200006484985
380,Congo (Kinshasa),2015,6.202000000000001,59.205,74.1,3.30042,57.26,6.9161899999999985,37917704900.0794,497.62976,867.63365,66110750484.9402,32526868028900.0,460.0,800.0,35334.818,14400.81,24208.068,2300.848,0.8,0.0,76244.54400000001,4.517
381,Congo (Kinshasa),2016,6.112,59.621,72.1,3.2785300000000004,56.69300000000001,2.39938,37134799974.5225,471.63595,869.19775,68437286890.423,36719824391700.0,470.0,850.0,36515.647,14890.922,25002.781000000006,2379.777,0.7,0.0,78789.12700000001,4.272
