,Country,Year,fertilityRate,lifeExpectancy,mortalityRate,popGrowth,ruralPopPct,gdpGrowthPct,gdpUS,gdpPerCapitaUS,gdpPerCapita ppp,gdp pppInternational,gni,gniPerCapita,gniPerCapita ppp,pop14under,pop15to24,pop25to64,pop65over,hivPct,povertyRatio,totalPop,Happiness Score
382,Congo (Kinshasa),2017,6.018,60.03100000000001,70.0,3.25353,56.12,3.70085,37642482562.3205,462.77954000000005,889.09564,72319029068.9062,54026625264700.0,460.0,870.0,37674.17,15415.872,25850.671,2458.051,0.7,0.0,81398.76400000001,4.280000209808351
383,Singapore,2015,1.24,82.7439,2.1,1.18638,,2.24106,304097759674.134,54940.85814,87298.16826,483195535938.015,402296700000.0,54020.0,84000.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,6.797999999999999
384,Singapore,2016,1.2,82.84634,2.2,1.29744,,2.39702,309763879840.753,55243.13288,89203.34403,500188394539.68,405836500000.0,52350.0,84600.0,694.789,772.27,3634.3,552.275,0.2,0.0,5653.634,6.739
385,Singapore,2017,1.16,82.89511999999998,2.2,0.0886,,3.61854,323907234412.34,57714.29663,94104.70379,528139406172.473,431376500000.0,54530.0,90760.0,697.092,750.82,3656.224,603.905,0.2,0.0,5708.041,6.57200002670288
386,Somalia,2016,6.267,56.293,82.1,2.90437,56.184,0.0,6761998533.93861,472.27269,0.0,0.0,155259054000000.0,0.0,0.0,6659.213000000002,2927.672,4197.453,401.298,0.1,0.0,14185.636,5.44
387,Somalia,2017,6.171,56.714,79.7,2.92188,55.609,0.0,7052000000.0,478.34417,0.0,0.0,162177075000000.0,0.0,0.0,6820.876,3033.5,4318.474,416.329,0.1,0.0,14589.178999999998,5.151000022888179
388,South Africa,2015,2.485,61.981,31.8,1.36877,35.172,1.27955,317536830640.61896,5742.9878,13219.14141,730902522268.527,3951055000000.0,6060.0,12890.0,16223.292,10013.768,26363.687,2785.62,18.8,0.0,55386.367,4.642
389,South Africa,2016,2.458,62.774,30.0,1.30137,34.659,0.56534,295746599722.06604,5279.73047,13265.48626,743072487618.1841,4229844000000.0,5490.0,12900.0,16420.142,9945.057,26963.368,2879.079,18.9,0.0,56207.64599999999,4.459
390,South Africa,2017,2.43,63.404,28.8,1.24488,34.15,1.31674,348871647959.64,6151.077960000001,13526.188880000003,767166964845.1759,4512221000000.0,5430.0,13120.0,16618.492,9883.194,27532.629,2975.441,18.8,0.0,57009.756,4.8289999961853
391,Sri Lanka,2015,2.063,75.08800000000002,8.2,0.90073,81.744,5.0076800000000015,80604080688.7961,3844.51401,11832.95181,248089667607.438,10675880000000.0,3760.0,11540.0,5179.475,3125.827,10639.062,1963.663,0.1,0.0,20908.027,4.271
392,Sri Lanka,2016,2.046,75.28399999999998,7.8,1.12406,81.689,4.4688300000000005,81787420023.358,3857.35132,12357.23959,262010550963.54895,11585492000000.0,3790.0,12020.0,5170.108,3116.4390000000008,10681.178,2053.446,0.1,0.8,21021.171,4.415
393,Sri Lanka,2017,2.032,75.485,7.5,1.13022,81.616,3.3088,87357205923.1238,4073.73652,12862.57087,275824969701.797,12961010557000.0,3850.0,12520.0,5156.737,3113.565,10718.813999999997,2138.916,0.1,0.0,21128.032000000007,4.44000005722046
394,Sudan,2015,4.595,64.257,45.9,2.38247,66.10600000000001,4.90605,97156119150.0,2513.88466,4582.04811,177086092611.05606,530049400000.0,2000.0,4170.0,16146.248,7809.875,13607.083,1339.744,0.2,0.0,38902.95,4.55
395,Sudan,2016,4.532,64.486,44.8,2.38044,65.87899999999999,4.7,95584380032.2061,2415.03816,4735.78068,187436648784.274,537782574000.0,2140.0,4290.0,16412.408,8040.608,14003.938,1390.485,0.2,0.0,39847.439,4.1389999999999985
396,Sudan,2017,4.4689999999999985,64.69800000000001,43.7,2.38303,65.63,4.28307,117487857142.857,2898.54935,4913.98155,199180035886.558,751687310000.0,2380.0,4490.0,16674.16,8271.056,14425.343,1442.838,0.2,0.0,40813.397,4.138999938964839
397,Suriname,2015,2.396,71.279,18.7,0.95902,33.944,-3.4111,4767414747.88691,8617.76176,15638.84699,8651535265.32716,16311367700.0,8770.0,15600.0,156.031,98.25,267.908,36.954,1.3,0.0,559.143,6.269
398,Suriname,2016,2.372,71.405,18.1,0.92842,33.96,-5.56119,3152173913.04348,5645.3341,14792.66851,8259752731.59073,18621446400.0,6660.0,13970.0,156.36700000000005,98.563,272.067,37.891,1.3,0.0,564.888,6.269
399,Swaziland,2015,3.141,57.107,42.5,1.82966,76.7,0.39113,4020275298.0272603,3047.9467600000007,8285.94766,10929256112.7094,51801110200.0,3280.0,8370.0,431.666,242.99,385.763,43.625,28.3,0.0,1104.044,4.867
400,Syria,2015,2.966,69.904,14.0,-2.46785,47.832,0.0,0.0,0.0,0.0,0.0,2906471000000.0,0.0,0.0,5949.143,3520.804,7809.0430000000015,718.418,0.0,0.0,17997.408,3.006
401,Syria,2016,2.9160000000000004,70.31,14.1,-1.63884,47.165,0.0,0.0,0.0,0.0,0.0,3032991000000.0,0.0,0.0,5652.596,3374.876,7714.022,724.081,0.0,0.0,17465.575,3.069
402,Syria,2017,2.865,70.96300000000002,14.0,-0.8751200000000001,46.5,0.0,0.0,0.0,0.0,0.0,6826454492604.0,0.0,0.0,5441.472,3257.638,7658.316,738.252,0.0,0.0,17095.678,3.46199989318848
403,Tajikistan,2015,3.404,70.87899999999998,31.3,2.19868,73.258,6.0082900000000015,7854602391.65355,918.81191,2820.14431,24108429466.984,57821368300.0,1240.0,3370.0,3029.879000000001,1691.572,3483.615,248.962,0.2,4.8,8454.028,4.7860000000000005
404,Tajikistan,2016,3.36,71.051,30.3,2.15588,73.149,6.872960000000001,6952678127.03396,795.96075,2981.94531,26047146211.1047,63987284700.0,1110.0,3500.0,3130.094,1679.285,3597.836,256.36400000000003,0.3,0.0,8663.579,4.996
405,Tajikistan,2017,3.313,71.214,29.4,2.11142,73.018,7.617489999999999,7146449583.026309,801.05087,3201.77099,28564097213.9997,70490603200.0,990.0,3690.0,3237.072,1666.564,3711.759,264.873,0.3,0.0,8880.268,5.04099988937378
406,Tanzania,2015,5.079,64.95,41.0,3.10083,68.383,6.16063,47378599025.2894,905.75629,2666.83997,139497945056.213,92556675535381.8,940.0,2620.0,23003.555,10002.814,17169.697,1306.567,4.7,0.0,51482.633,3.781
407,Tanzania,2016,5.016,65.675,39.7,3.09245,67.667,6.86712,49774021003.0821,922.62393,2793.55522,150707641637.785,105946338027252.0,930.0,2730.0,23610.922,10293.265,17785.015,1360.0279999999998,4.6,0.0,53049.23,3.666
408,Tanzania,2017,4.953,66.31,38.3,3.07924,66.947,6.78568,53320625958.5655,958.44568,2947.80018,163993175384.34302,116138210107187.0,920.0,2880.0,24223.521,10603.022,18421.558,1412.2379999999996,4.5,0.0,54660.33900000001,3.34899997711182
409,Thailand,2015,1.4980000000000002,75.10300000000002,9.0,0.35138,52.306,3.02017,401399422442.96704,5846.39461,16289.13286,1118372768528.13,13038034000000.0,5710.0,15450.0,12350.896,9649.106,39429.375,7285.134,1.2,,68714.511,6.455
410,Thailand,2016,1.482,75.303,8.5,0.29947,51.552,3.2826800000000005,411755164832.674,5979.29355,16956.97144,1167716639831.9,13851120000000.0,5700.0,16160.0,12170.443,9627.12,39582.723,7591.022,1.1,,68971.308,6.474
411,Thailand,2017,1.467,75.498,8.2,0.25235,50.8,3.91288,455302682985.757,6595.004120000001,17910.14892,1236472138879.69,14735614000000.0,5950.0,17080.0,12010.547,9556.673,39727.089,7915.501,1.1,,69209.81,6.423999786376951
412,Togo,2015,4.517,59.949,51.9,2.5659,59.9,5.74287,4179185205.161221,563.4753599999998,1547.20932,11475345215.8705,2554926248945.42,630.0,1600.0,3085.695,1404.295,2627.933,205.235,2.3,49.2,7323.158,2.839
413,Togo,2016,4.45,60.232,50.5,2.52386,59.372,5.09999,4457732624.94515,586.05225,1602.92846,12192473383.4191,2669312741288.75,600.0,1620.0,3147.007,1443.983,2706.543,212.418,2.2,0.0,7509.951,3.303
414,Togo,2017,4.384,60.477,49.2,2.48415,58.838,4.40001,4757776485.12802,610.1517299999998,1663.42664,12970891954.0215,2866276000000.0,610.0,1720.0,3205.458,1487.526,2786.066,219.424,2.1,0.0,7698.474,3.4949998855590803
415,Trinidad and Tobago,2015,1.766,70.556,24.5,0.41251,46.681,1.51716,24401734194.6814,17941.23794,33667.75032,45791237865.4913,154080258300.0,18840.0,33330.0,283.365,185.535,768.95,132.47799999999998,1.2,0.0,1370.328,6.167999999999998
416,Trinidad and Tobago,2016,1.7519999999999998,70.673,23.8,0.35742,46.75,-5.95706,22295585700.3672,16334.21714,31894.17612,43534338418.6023,146703616900.0,16760.0,31460.0,284.078,181.378,774.227,137.877,1.2,0.0,1377.56,6.167999999999998
417,Trinidad and Tobago,2017,1.739,70.783,23.1,0.30453,46.795,-2.33601,22079017626.6686,16126.37095,31644.68496,43325529300.5924,144678920200.0,15340.0,30590.0,284.265,178.32299999999995,778.0189999999999,143.452,1.1,0.0,1384.059,6.1680002212524405
418,Tunisia,2015,2.2230000000000003,75.525,12.0,1.15761,31.944000000000006,1.15362,43152528548.124,3827.72983,11497.79223,129622211836.571,82020600000.0,3930.0,11140.0,2659.71,1737.191,5926.104,856.944,0.1,0.3,11179.949,4.739
419,Tunisia,2016,2.201,75.73100000000002,11.6,1.14291,31.654,1.10839,41808379888.2682,3666.35715,11618.80438,132492107760.15,87276000000.0,3720.0,11290.0,2712.768,1705.485,6000.654,885.038,0.1,0.0,11303.945,5.045
420,Tunisia,2017,2.175,75.943,11.2,1.12386,31.358,1.95513,39952095560.8829,3464.41689,11936.22895,137650108108.776,93602400000.0,3490.0,11560.0,2756.789,1675.797,6080.198,920.659,0.1,0.0,11433.443,4.80499982833862
421,Turkmenistan,2015,2.931,67.704,43.0,1.79568,49.683,6.5,35799714285.7143,6432.68417,16011.55841,89108869821.7492,117969700000.0,7030.0,15070.0,1694.303,1020.58,2623.637,226.767,0.0,0.0,5565.286999999998,5.547999999999999
422,Turkmenistan,2016,2.888,67.835,41.7,1.73252,49.272,6.2,36180000000.0,6389.35433,16894.96265,95668469390.4806,123290600000.0,6820.0,16450.0,1745.61,997.294,2684.041,235.423,0.0,0.0,5662.368,5.658
423,Turkmenistan,2017,2.8360000000000003,67.956,40.6,1.673,48.847,6.5,37926285714.2857,6586.62586,18030.94961,103823560171.864,127233000000.0,6380.0,17280.0,1779.713,978.652,2753.018,246.284,0.0,0.0,5757.667,5.82200002670288
424,Uganda,2015,5.682,59.575,39.0,3.32156,77.94,5.18786,27102650386.6012,675.1211400000002,1779.20753,71426054983.5568,75134234490000.0,670.0,1750.0,18343.448,7837.156999999998,11325.126,719.722,6.3,0.0,38225.453,3.931
425,Uganda,2016,5.591,59.889,37.0,3.2908699999999995,77.376,4.7810000000000015,24133664284.5033,581.70277,1823.6456100000007,75659345049.8324,81455400076380.5,630.0,1790.0,18902.524,8156.073,11836.927,753.6419999999998,6.1,41.7,39649.166,3.739
426,Uganda,2017,5.5,60.182,35.4,3.26046,76.804,3.86302,25995031850.1658,606.46845,1868.18071,80075751445.5523,89546628379754.2,600.0,1820.0,19480.004,8501.143,12394.917,790.5239999999999,5.9,0.0,41166.588,4.08099985122681
427,Ukraine,2015,1.506,71.18951,8.1,-0.26081,30.939,-9.77297,91030959454.6961,2124.66267,7972.4349,341578175890.35803,1964280600000.0,2650.0,7880.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,4.681
428,Ukraine,2016,1.466,71.47634000000002,7.8,-0.33138,30.846,2.44099,93355993628.5042,2187.732,8289.70715,353742528304.08,2361440300000.0,2310.0,8210.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,4.324
429,Ukraine,2017,1.374,71.78098,7.5,-0.38628,30.754,2.52451,112154185121.406,2639.82433,8698.65318,369566394804.58,3063066000000.0,2390.0,8930.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,4.09600019454956
430,United Arab Emirates,2015,1.765,77.101,7.5,0.91561,14.326,5.0647,358135057862.492,39122.04971,71095.04519,650825514373.099,1321651000000.0,43380.0,71440.0,1311.987,988.052,6876.404,86.45700000000002,0.0,0.0,9262.9,6.901
431,United Arab Emirates,2016,1.7480000000000002,77.256,7.7,1.25176,14.035,2.98844,357045064669.84296,38517.80039,73099.5789,677604733802.604,1318948000000.0,40950.0,73530.0,1346.625,1065.667,6856.2959999999985,92.392,0.0,0.0,9360.98,6.573
432,United Arab Emirates,2017,1.731,77.41199999999998,7.8,1.39836,13.752,0.7904,382575085091.899,40698.84934,74035.24746,695942061276.447,1415207000000.0,39130.0,74570.0,1376.064,1129.983,6882.9940000000015,98.162,0.0,0.0,9487.203,6.6479997634887695
433,Uruguay,2015,2.007,77.34100000000002,7.6,0.35048,4.955,0.37074,53274304222.136,15524.84247,21179.66318,72679115540.9044,1414999663100.0,15830.0,20590.0,719.43,518.446,1679.97,494.163,0.6,0.1,3412.009,6.485
434,Uruguay,2016,1.995,77.493,7.3,0.36227,4.856,1.6898,52687612261.5424,15298.35089,21694.34254,74715445873.8491,1542259092100.0,15200.0,21050.0,717.073,515.9730000000002,1691.457,499.626,0.6,0.1,3424.129000000001,6.545
435,Uruguay,2017,1.984,77.645,7.0,0.36935,4.76,2.65668,56156972157.6958,16245.59837,22610.34234,78158300869.5494,1645361955900.0,15250.0,21920.0,714.0319999999998,512.72,1704.695,505.194,0.6,0.1,3436.641,6.4539999961853
436,Uzbekistan,2015,2.491,71.192,22.7,1.74426,49.25,8.0,66903804142.5395,2137.57685,6087.7598,190540185186.633,175556795003000.0,2170.0,6220.0,8770.030999999999,5984.195,14920.013,1255.318,0.2,0.0,30929.557,6.002999999999999
437,Uzbekistan,2016,2.455,71.314,21.3,1.73885,49.35,7.8,67445712840.4013,2117.74443,6520.00482,207648461367.383,203816200300000.0,2230.0,6640.0,8925.857,5853.576999999998,15360.117,1302.2,0.2,0.0,31441.751,5.987
438,Uzbekistan,2017,2.455,71.42,20.0,1.67918,49.45,5.3,49677172714.26,1533.85204,6879.5680200000015,222809945270.452,263692991560000.0,2000.0,7140.0,9114.395,5700.299,15782.083,1363.0079999999996,0.3,0.0,31959.785,5.97100019454956
439,Venezuela,2015,2.341,74.367,19.2,1.34671,11.845999999999998,0.0,0.0,0.0,0.0,0.0,5813762502000.0,0.0,0.0,8537.343,5315.071,14314.741000000002,1914.674,0.0,0.0,30081.829,6.81
440,Venezuela,2016,2.317,74.545,22.2,1.31706,11.835,0.0,0.0,0.0,0.0,0.0,23135793443940.0,0.0,0.0,8423.174,5121.321,14323.55,1983.21,0.0,0.0,29851.255,6.084
441,Venezuela,2017,2.294,74.726,25.7,1.28693,11.817,0.0,0.0,0.0,0.0,0.0,285756411770680.0,0.0,0.0,8224.056999999999,4923.725,14213.087,2041.615,0.0,0.0,29402.484,5.25
442,Vietnam,2015,1.958,76.05199999999998,17.3,1.10325,66.191,6.679289999999999,193241108709.536,2065.1691,5932.498479999998,555113178885.8,3977609000000000.0,1950.0,5630.0,21343.372000000007,15639.91,49523.022,6170.772,0.4,0.0,92677.076,5.36
443,Vietnam,2016,1.954,76.253,17.0,1.06039,65.49,6.21081,205276172134.901,2170.64805,6302.66918,596037575323.431,4314321000000000.0,2060.0,6040.0,21571.914,15124.418,50553.42,6390.67,0.4,2.0,93640.422,5.061
444,Vietnam,2017,1.95,76.454,16.7,1.02229,64.78699999999999,6.81225,223779865815.183,2342.244,6790.2114,648742228935.116,4764958000000000.0,2160.0,6460.0,21850.433,14577.652,51521.165,6651.398,0.3,0.0,94600.648,5.07399988174438
445,Yemen,2015,4.104,64.743,43.2,2.52025,65.223,-16.67846,45593573381.2648,1693.9078100000004,3268.5104,87975902478.8522,9506583989400.0,1340.0,3170.0,10782.481000000002,5843.757,9130.793,740.8580000000002,0.0,0.0,26497.889,4.077
446,Yemen,2016,3.995,64.953,43.2,2.4515,64.60600000000001,-13.62146,36436652465.1639,1320.92413,2785.04601,76823302227.6797,8852628527300.0,1250.0,2770.0,10966.228,5903.955,9530.346,767.679,0.0,0.0,27168.208,3.724
447,Yemen,2017,3.889,65.157,43.2,2.38647,63.984,-5.94232,31267675216.25,1106.80391,2606.39246,73631681642.0718,9977464523100.0,0.0,2600.0,11134.316,5955.195,9951.56,793.748,0.0,0.0,27834.819,3.59299993515015
448,Zambia,2015,5.041,61.397,44.2,3.02412,58.093,2.91988,21154394545.895,1313.88965,3873.79306,62370342196.6991,180373800000.0,1560.0,3810.0,7333.806,3236.3720000000008,4982.589,326.594,12.0,57.5,15879.361,5.129
449,Zambia,2016,4.981,61.874,43.0,3.0028200000000003,57.562,3.75718,20954754378.1394,1262.98968,3943.09172,65421372459.7584,211363300000.0,1360.0,3860.0,7500.735,3350.8720000000008,5173.012,338.839,11.8,0.0,16363.458,4.795
450,Zambia,2017,4.925,62.255,41.5,2.98512,57.024,3.40317,25868142073.452003,1513.27632,4032.58917,68933603590.0428,238016576100.0,1290.0,3900.0,7653.45,3474.492,5374.292,351.365,11.5,0.0,16853.599,4.513999938964839
451,Zimbabwe,2015,3.836,60.398,40.2,2.34564,67.615,1.77987,19963120600.0,1265.29441,2346.22213,37017404636.6157,17980769300.0,1120.0,2110.0,5878.449000000001,2827.98,4715.285,392.915,14.0,0.0,13814.629,4.61
452,Zimbabwe,2016,3.76,61.163,38.2,2.33607,67.704,0.7558699999999999,20548678100.0,1272.33545,2334.62662,37705065016.0054,18772952300.0,1120.0,2130.0,5986.053000000001,2827.773,4814.988,401.517,13.7,0.0,14030.331,4.1930000000000005
453,Zimbabwe,2017,3.682,61.712,36.5,2.32286,67.763,4.70404,22040902300.0,1333.39566,2433.71807,40229126006.67,20079596800.0,1170.0,2220.0,6064.486,2847.031,4912.759,412.319,13.3,0.0,14236.595,3.875
454,South Sudan,2016,4.855,56.81100000000001,62.5,2.89155,80.908,-13.83372,2904114903.22912,237.44412000000003,1694.9496800000004,20730471869.8929,121842825250.003,390.0,1440.0,4579.3809999999985,2192.713,3689.703,370.721,2.5,0.0,10832.518,3.832
