,Country,Time,Happiness Score,"Fertility rate, total (births per woman)","Life expectancy at birth, total (years)","Mortality rate, infant (per 1,000 live births)",Population growth (annual %),Rural population (% of total population),GDP (current US$),GDP per capita (current US$),Population aged 14 years or younger ,Population aged 15-24 years ,Population aged 25-64 years ,Population aged 65 years or older ,"Prevalence of HIV, total (% of population ages 15-49)",Poverty headcount ratio at $1.90 a day (PPP) (% of population),Total population 
52,New Zealand,2016,7.334,1.87,81.61244,4.5,2.09936,13.6,189285950470.754,40331.9591,922.9939999999999,655.072,2382.3160000000003,698.883,0.1,0.0,4659.265
53,New Zealand,2017,7.31400012969971,1.81,81.65854,4.4,2.12296,13.534,204139049908.52,42583.08473,927.061,648.446,2405.731,720.796,0.1,0.0,4702.034000000001
54,Norway,2015,7.522,1.72,82.30488000000001,2.2,0.99508,18.909000000000002,386663139402.70703,74521.56993,934.0110000000001,674.8389999999999,2743.255,847.7310000000001,0.1,0.2,5199.835999999999
55,Norway,2016,7.497999999999999,1.71,82.40732,2.1,0.88097,18.515,371344761904.762,70941.52527,934.7639999999999,677.638,2767.1929999999998,871.3539999999999,0.1,0.0,5250.9490000000005
56,Norway,2017,7.537000179290769,1.71,82.50976,2.1,0.80767,18.129,399488897844.046,75704.2487,935.8660000000001,678.332,2790.493,891.635,0.1,0.0,5296.326
57,Poland,2015,5.791,1.32,77.45121999999999,4.2,-0.06663999999999999,39.722,476970902628.57794,12556.35575,5645.891,4479.201,21925.662,5983.325,0.0,0.0,38034.079
58,Poland,2016,5.835,1.39,77.85122,4.1,-0.04299,39.821999999999996,471992087443.889,12430.6296,5616.771,4303.742,21862.142999999996,6206.564,0.0,0.0,37989.22
59,Poland,2017,5.97300004959106,1.39,77.85122,4.0,0.01248,39.895,526465839002.568,13863.54842,5647.16,4122.252,21757.803,6425.965,0.0,0.0,37953.18
60,Portugal,2015,5.102,1.31,81.12439,3.0,-0.41413999999999995,36.486,199420256049.689,19252.63495,1460.5639999999999,1087.167,5667.9490000000005,2152.6710000000003,0.6,0.5,10368.351
61,Portugal,2016,5.122999999999999,1.36,81.12439,3.1,-0.31546,35.914,206275669201.91602,19977.39849,1432.859,1082.77,5624.859,2185.05,0.6,0.0,10325.538
62,Portugal,2017,5.19500017166138,1.36,81.12439,3.1,-0.24389,35.348,219308128887.409,21291.43121,1406.141,1079.029,5585.387,2217.97,0.6,0.0,10288.527
63,Slovakia,2015,5.995,1.4,76.56341,5.0,0.09502999999999999,46.111000000000004,87769595120.4718,16182.303719999998,829.355,654.05,3188.6620000000003,763.544,0.1,0.7,5435.611
64,Slovakia,2016,6.077999999999999,1.48,77.16585,4.8,0.12892,46.193999999999996,89848359304.5293,16544.22781,830.5060000000001,630.632,3189.156,791.709,0.1,0.0,5442.003000000001
65,Slovakia,2017,6.09800004959106,1.48,77.16585,4.6,0.15517999999999998,46.248999999999995,95617670260.1144,17579.2594,835.584,607.265,3183.452,821.5989999999999,0.1,0.0,5447.9
66,Afghanistan,2015,3.575,4.802,63.288000000000004,54.9,2.94323,75.197,19907111418.9938,590.07647,15443.806,7277.599,10839.201000000001,852.997,0.0,0.0,34413.602999999996
67,Afghanistan,2016,3.36,4.635,63.673,53.2,2.6891599999999998,74.98,19046357714.4928,549.58276,15664.816,7559.9619999999995,11266.628999999999,891.625,0.0,0.0,35383.032
68,Afghanistan,2017,3.7939999103546103,4.477,64.047,51.5,2.49079,74.75,19543976895.4248,550.06846,15855.059,7822.871,11691.089,927.0939999999999,0.0,0.0,36296.113
69,Albania,2015,4.959,1.714,78.17399999999999,8.3,-0.29120999999999997,42.566,11386931489.7968,3952.83078,539.622,497.661,1488.2579999999998,364.972,0.1,0.0,2890.513
70,Albania,2016,4.655,1.713,78.345,8.1,-0.15988,41.57899999999999,11883682170.8236,4131.87234,530.634,484.816,1497.015,373.973,0.1,0.0,2886.438
71,Albania,2017,4.64400005340576,1.71,78.495,7.8,-0.09197000000000001,40.617,13038538300.2644,4537.57906,519.967,471.69800000000004,1508.0710000000001,384.43300000000005,0.1,0.0,2884.1690000000003
72,Algeria,2015,5.605,2.839,75.86,21.4,1.9199599999999999,29.151999999999997,165979277276.90698,4162.85218,11404.93,6615.146,19378.442,2329.507,0.1,0.0,39728.025
73,Algeria,2016,6.355,2.7760000000000002,76.078,21.0,1.8254599999999999,28.541,160129866569.935,3943.49755,11814.426000000001,6431.960999999999,19868.685,2436.32,0.1,0.0,40551.392
74,Algeria,2017,5.872000217437741,2.7089999999999996,76.293,20.6,1.73846,27.948,167555280113.181,4055.24721,12267.586000000001,6242.096,20322.811999999998,2556.695,0.1,0.0,41389.189
75,Angola,2015,4.033,5.766,61.24100000000001,58.2,3.4280199999999996,36.554,116193649124.475,4170.7303600000005,13136.045,5384.299,8729.427,634.61,1.9,0.0,27884.381
76,Angola,2016,3.866,5.694,61.547,55.8,3.3675699999999997,35.851,101123851090.473,3509.60421,13571.358,5563.88,9055.117,652.134,1.9,0.0,28842.488999999998
77,Angola,2017,3.79500007629395,5.622999999999999,61.809,53.8,3.31351,35.161,122123822333.73,4100.28979,13999.871000000001,5754.414000000001,9394.825,667.6560000000001,1.9,0.0,29816.766
78,Argentina,2015,6.574,2.3080000000000003,76.415,10.2,1.00985,8.497,594749285413.212,13698.293440000001,10859.813999999998,7022.751,20571.369,4621.482,0.4,0.0,43075.416
79,Argentina,2016,6.65,2.293,76.577,9.7,0.98474,8.373,554860945013.62,12654.355,10911.685,7025.388000000001,20846.378,4725.009,0.4,0.6,43508.46
80,Argentina,2017,6.59899997711182,2.2769999999999997,76.738,9.2,0.96147,8.251,637430331479.469,14398.358769999999,10952.11,7022.514,21133.952999999998,4828.563,0.4,0.4,43937.14
81,Armenia,2015,4.35,1.6219999999999999,74.445,12.5,0.36853,36.915,10553337672.9872,3617.93575,587.452,419.961,1599.9160000000002,318.224,0.2,1.9,2925.553
82,Armenia,2016,4.36,1.6119999999999999,74.618,11.9,0.2693,36.918,10546135160.031,3605.74312,594.869,400.555,1618.368,322.351,0.2,1.8,2936.143
83,Armenia,2017,4.37599992752075,1.604,74.782,11.3,0.19244,36.897,11536590635.8267,3936.7983200000003,602.339,382.519,1633.16,326.77299999999997,0.2,1.4,2944.7909999999997
84,Azerbaijan,2015,5.212000000000001,1.94,71.921,23.4,1.19121,45.286,53074370486.0433,5500.31038,2201.096,1613.233,5256.405,552.011,0.1,0.0,9622.745
85,Azerbaijan,2016,5.291,1.9,72.02600000000001,21.9,1.11786,44.979,37867518957.1975,3880.7387299999996,2252.661,1553.7020000000002,5361.531,568.149,0.1,0.0,9736.043
86,Azerbaijan,2017,5.234000205993651,1.9,72.123,20.5,0.98126,44.657,40747792237.9735,4135.1386,2292.745,1496.15,5466.721,589.7040000000001,0.1,0.0,9845.32
87,Bahrain,2015,5.96,2.056,76.76100000000001,6.5,2.6186700000000003,11.001,31125851063.8298,22688.878240000002,286.027,180.65099999999998,873.288,31.885,0.1,0.0,1371.851
88,Bahrain,2016,6.218,2.033,76.9,6.4,3.8128,10.91,32250132978.7234,22628.95679,290.718,188.093,913.582,33.399,0.1,0.0,1425.7920000000001
89,Bahrain,2017,6.08699989318848,2.009,77.038,6.3,4.6217,10.814,35432686170.2128,23739.15717,296.447,192.215,969.97,35.444,0.1,0.0,1494.076
90,Bangladesh,2015,4.694,2.133,72.155,29.8,1.12014,65.692,195078678697.23,1210.15885,45748.817,30351.381,72181.76400000001,7974.314,0.1,0.0,156256.27599999998
91,Bangladesh,2016,4.643,2.104,72.48899999999999,28.3,1.08017,64.917,221415188000.475,1358.77919,45423.27099999999,30515.249,73925.537,8113.096,0.1,14.8,157977.15300000002
92,Bangladesh,2017,4.60799980163574,2.076,72.808,26.9,1.0489,64.142,249723862487.36102,1516.51327,45070.553,30664.326,75727.584,8222.961,0.1,0.0,159685.424
93,Belize,2016,5.956,2.51,70.384,12.8,2.11122,54.505,1806646250.0,4923.358920000001,116.133,75.544,160.106,16.617,1.9,0.0,368.4
94,Belize,2017,5.955999851226809,2.475,70.58800000000001,12.2,2.08385,54.398999999999994,1862614800.0,4971.20164,116.126,76.789,165.50900000000001,17.345,1.9,0.0,375.769
95,Benin,2015,3.34,5.048,60.638999999999996,66.6,2.77298,54.305,8291155880.59505,783.96308,4551.582,2098.709,3584.2990000000004,341.36199999999997,1.0,49.5,10575.952
96,Benin,2016,3.484,4.977,60.907,65.1,2.76353,53.771,8573159696.6112795,788.5324400000001,4660.437,2157.572,3702.2859999999996,351.76800000000003,1.0,0.0,10872.063
97,Benin,2017,3.65700006484985,4.906000000000001,61.17100000000001,63.5,2.7523,53.232,9246696923.66155,827.39368,4768.298,2217.649,3826.7329999999997,362.51800000000003,1.0,0.0,11175.198
98,Bhutan,2015,5.252999999999999,2.086,69.817,27.6,1.39889,61.321999999999996,2059809919.89325,2616.01034,199.28400000000002,153.48,333.309,41.803000000000004,0.0,0.0,727.8760000000001
99,Bhutan,2016,5.196000000000001,2.051,70.197,26.5,1.30955,60.571999999999996,2219675780.89539,2782.36797,197.015,152.297,344.353,43.043,0.0,0.0,736.7080000000001
100,Bhutan,2017,5.01100015640259,2.02,70.565,25.6,1.22652,59.833,2528007911.35353,3130.2335399999997,195.482,150.578,355.329,44.174,0.0,1.5,745.563
101,Bosnia and Herzegovina,2015,4.949,1.345,76.735,5.2,-0.846,52.827,16209702863.6235,4584.24255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Bosnia and Herzegovina,2016,5.162999999999999,1.36,76.911,5.1,-0.54291,52.482,16911088173.7458,4808.636039999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Bosnia and Herzegovina,2017,5.18200016021729,1.375,77.087,4.9,-0.27902,52.123999999999995,18054854788.5214,5148.20852,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Botswana,2015,4.332,2.7739999999999996,65.846,33.1,1.85598,32.845,14406496463.6055,6521.14613,740.482,400.115,898.7560000000001,81.363,23.1,16.1,2120.716
105,Botswana,2016,3.9739999999999998,2.73,66.797,32.3,1.8416700000000001,32.067,15648632361.5749,6954.14413,749.806,403.30800000000005,921.3430000000001,85.47,23.0,0.0,2159.927
106,Botswana,2017,3.7660000324249303,2.6830000000000003,67.618,30.8,1.8231099999999998,31.3,17406565823.2986,7595.611140000001,759.404,408.30800000000005,947.25,90.118,22.8,0.0,2205.08
107,Brazil,2015,6.983,1.74,75.28399999999999,14.0,0.8528,14.23,1802214373741.32,8750.223,45844.252,34326.064,107917.041,16384.412,0.6,3.4,204471.76899999997
108,Brazil,2016,6.952000000000001,1.726,75.509,14.6,0.8175600000000001,13.958,1796275437087.99,8650.37637,45457.97,34215.163,109374.90800000001,17115.012,0.6,4.3,206163.053
109,Brazil,2017,6.6350002288818395,1.7109999999999999,75.723,13.2,0.7844899999999999,13.690999999999999,2053594877013.22,9812.27853,45066.347,34088.327000000005,110794.026,17885.123,0.6,4.8,207833.823
110,Bulgaria,2015,4.218,1.53,74.61463,7.0,-0.63807,26.01,50201314894.5817,6993.78348,1027.672,700.828,4029.937,1441.3039999999999,0.1,0.0,7199.741
111,Bulgaria,2016,4.217,1.54,74.8122,6.7,-0.70138,25.671,53240950226.2443,7469.455640000001,1023.9010000000001,672.039,3994.9159999999997,1461.0970000000002,0.1,0.0,7151.953
112,Bulgaria,2017,4.71400022506714,1.54,74.8122,6.3,-0.73044,25.331,58220973782.7715,8228.01157,1025.9289999999999,647.589,3954.6290000000004,1474.297,0.1,0.0,7102.444
113,Burkina Faso,2015,3.5869999999999997,5.436,59.927,54.3,2.93969,72.47,10419303761.3524,575.31445,8253.725,3610.1409999999996,5810.677,436.08099999999996,0.8,0.0,18110.624
114,Burkina Faso,2016,3.739,5.353,60.361000000000004,52.6,2.91561,71.866,10886363726.8422,583.8309,8463.142,3721.528,6012.36,449.327,0.8,0.0,18646.357
115,Burkina Faso,2017,4.03200006484985,5.271,60.77,51.2,2.89107,71.257,12322864244.9183,642.03715,8671.796999999999,3837.881,6221.262,462.29400000000004,0.8,0.0,19193.234
116,Burundi,2015,2.905,5.781000000000001,57.093999999999994,45.9,3.0611,87.92200000000001,3104394858.11518,304.37422000000004,4624.915,2065.264,3256.9120000000003,212.93900000000002,1.1,0.0,10160.03
117,Burundi,2016,2.905,5.697,57.481,44.1,3.1353299999999997,87.61200000000001,2959185295.3901896,281.18134,4778.513,2089.861,3395.671,223.95,1.1,0.0,10487.995
118,Burundi,2017,2.90499997138977,5.615,57.857,42.5,3.18076,87.294,3172416146.3921,292.00521000000003,4932.302,2119.7329999999997,3538.223,236.761,1.1,0.0,10827.018999999998
119,Cambodia,2015,3.819,2.594,68.62,27.5,1.60353,77.812,18049954289.4229,1163.18977,4905.112,3197.948,6779.02,639.356,0.6,0.0,15521.436000000002
120,Cambodia,2016,3.907,2.56,68.98100000000001,26.3,1.56483,77.418,20016747754.0192,1269.90724,4948.931,3186.95,6959.138000000001,671.273,0.6,0.0,15766.292
121,Cambodia,2017,4.1680002212524405,2.53,69.331,25.1,1.5299,77.02,22158209502.6391,1384.42319,5006.531,3142.867,7153.861999999999,706.1489999999999,0.5,0.0,16009.409
122,Cameroon,2015,4.252,4.7780000000000005,57.582,58.2,2.6385400000000003,45.422,30916218544.4404,1353.92449,10068.777,4646.075,7947.624,635.8919999999999,3.9,0.0,23298.368
123,Cameroon,2016,4.513,4.708,58.073,56.6,2.6135900000000003,44.821000000000005,32621535418.9031,1391.75188,10303.610999999999,4751.607,8217.757,653.576,3.8,0.0,23926.551
124,Cameroon,2017,4.69500017166138,4.638999999999999,58.575,55.1,2.58806,44.223,34922782310.6416,1451.86575,10530.819,4867.145,8497.112,670.997,3.7,0.0,24566.072999999997
125,Central African Republic,2015,3.678,4.94,51.41,91.6,0.67777,59.723,1583776805.9656801,348.38142999999997,2031.129,930.329,1404.51,127.20200000000001,4.2,0.0,4493.17
126,Central African Republic,2017,2.69300007820129,4.796,52.89,87.6,1.39317,59.02,1949411659.20453,418.41129,2051.951,978.308,1435.6229999999998,130.141,4.0,0.0,4596.023
127,Chad,2015,3.667,6.05,52.575,76.7,3.1909400000000003,77.485,10945989471.6286,781.33106,6750.22,2851.542,4164.241,344.972,1.4,0.0,14110.975
128,Chad,2016,3.763,5.947,52.903,75.0,3.11409,77.32300000000001,10090922857.3905,698.2108900000001,6936.978,2953.6290000000004,4313.731,357.32199999999995,1.3,0.0,14561.66
129,Chad,2017,3.9360001087188703,5.846,53.208,73.4,3.04904,77.142,9871247731.897871,662.50011,7118.026999999999,3058.574,4469.731,370.421,1.3,0.0,15016.753
130,Chile,2015,6.67,1.785,79.315,6.7,0.8417100000000001,12.64,243999477737.94,13736.635690000001,3695.764,2811.699,9557.786,1904.104,0.5,1.3,17969.353
131,Chile,2016,6.705,1.774,79.52199999999999,6.6,0.82458,12.578,250036180921.053,13960.894209999999,3696.328,2798.565,9733.325,1980.85,0.5,0.0,18209.068
132,Chile,2017,6.65199995040894,1.766,79.732,6.3,0.8062,12.51,277075944401.94104,15346.4497,3698.5570000000002,2775.223,9929.466999999999,2067.192,0.6,0.7,18470.439
133,China,2015,5.14,1.617,76.092,9.2,0.5081399999999999,44.5,11064666282625.5,8069.21302,253990.008,186269.84699999998,835303.3609999999,131284.654,0.0,0.7,1406847.87
134,China,2016,5.245,1.624,76.252,8.6,0.5414800000000001,43.263999999999996,11190992550229.5,8117.267470000001,254452.75199999998,180260.242,840722.315,138614.042,0.0,0.0,1414049.351
135,China,2017,5.2729997634887695,1.631,76.41,8.0,0.55912,42.04,12237700479375.0,8826.9941,254893.81,176118.35,843003.215,147006.416,0.0,0.0,1421021.791
136,Colombia,2015,6.477,1.874,74.2,13.5,0.9097799999999999,20.236,293481748240.779,6085.20998,11656.662,8562.614,23644.821,3656.57,0.5,4.5,47520.667
137,Colombia,2016,6.481,1.8530000000000002,74.381,13.1,0.87679,19.892,282856115393.175,5813.69452,11584.06,8624.898000000001,24142.783,3823.3109999999997,0.5,4.5,48175.052
138,Colombia,2017,6.35699987411499,1.834,74.562,12.7,0.84364,19.554000000000002,314457601859.523,6408.92001,11521.648000000001,8680.085,24697.945,4010.1609999999996,0.5,3.9,48909.83900000001
139,Comoros,2015,3.9560000000000004,4.42,63.473,54.9,2.3477,71.53,988150249.5336901,1271.0570400000001,312.073,154.46200000000002,288.39599999999996,22.493000000000002,0.1,0.0,777.424
140,Comoros,2016,3.9560000000000004,4.3469999999999995,63.701,53.6,2.3111900000000003,71.381,1024261820.6281,1287.4064,318.051,157.06,297.216,23.265,0.1,0.0,795.592
141,Costa Rica,2015,7.226,1.8,79.634,8.2,1.0512299999999999,23.138,54775994478.4981,11393.02842,1073.771,821.738,2531.353,420.94199999999995,0.4,1.5,4847.804
142,Costa Rica,2016,7.087000000000001,1.7830000000000001,79.831,8.0,1.0227,22.265,57157992434.219,11767.50425,1070.537,811.3430000000001,2578.216,439.249,0.4,1.3,4899.345
143,Costa Rica,2017,7.0789999961853,1.768,80.03,7.8,0.99345,21.44,57285984447.7113,11677.269040000001,1068.07,799.827,2624.1609999999996,457.89599999999996,0.4,1.0,4949.954000000001
144,Croatia,2015,5.7589999999999995,1.4,77.27561,4.1,-0.8241,43.845,49490142433.1046,11773.264659999999,615.501,486.772,2315.947,814.654,0.0,0.7,4232.874
145,Croatia,2016,5.4879999999999995,1.42,78.02195,4.0,-0.69838,43.597,51640880494.2725,12371.00216,607.364,477.115,2298.577,825.546,0.0,0.0,4208.602
146,Croatia,2017,5.2930002212524405,1.42,77.82683,3.9,-1.20061,43.333,55213087270.6341,13386.512859999999,603.922,465.81699999999995,2275.61,837.508,0.0,0.0,4182.857
147,Cyprus,2015,5.689,1.35,80.344,2.3,0.7501,33.054,19680625485.1946,23217.48415,196.155,185.51,630.331,148.989,0.1,0.0,1160.985
148,Cyprus,2016,5.546,1.3430000000000002,80.508,2.2,0.78418,33.119,20453761061.9469,24019.13787,197.44299999999998,179.263,639.908,153.57299999999998,0.1,0.0,1170.187
149,Cyprus,2017,5.62099981307983,1.338,80.67,2.1,0.80233,33.164,22054225828.2623,25658.79966,198.618,174.175,648.627,158.25799999999998,0.1,0.0,1179.678
150,Djibouti,2015,4.369,2.9130000000000003,62.26,54.5,1.65803,22.583000000000002,1633741922.6873698,1761.6101600000002,279.297,177.519,417.73699999999997,39.44,1.4,0.0,913.993
151,Dominican Republic,2015,4.885,2.451,73.673,26.2,1.17082,21.434,68802092020.9448,6534.90855,2964.047,1926.513,4721.811,669.309,1.0,1.8,10281.68
152,Dominican Republic,2016,5.155,2.4219999999999997,73.861,25.6,1.13706,20.564,72342967648.3354,6793.53813,2966.848,1923.9289999999999,4811.44,695.5239999999999,1.0,1.6,10397.741
153,Dominican Republic,2017,5.230000019073491,2.392,74.048,25.0,1.10394,19.723,75931656814.657,7052.25884,2970.0170000000003,1918.2220000000002,4901.565,723.3,0.9,0.0,10513.104
154,Ecuador,2015,5.975,2.5140000000000002,76.102,13.0,1.5056399999999999,36.602,99290381000.0,6150.15596,4711.02,2990.639,7439.97,1070.391,0.3,3.4,16212.02
155,Ecuador,2016,5.976,2.4859999999999998,76.327,12.7,1.4799200000000001,36.466,99937696000.0,6099.3153,4734.092000000001,3026.447,7615.15,1115.427,0.3,3.6,16491.116
156,Ecuador,2017,6.00799989700317,2.458,76.551,12.5,1.45286,36.33,104295862000.0,6273.48889,4760.597,3061.158,7796.831999999999,1166.774,0.3,3.2,16785.361
157,Egypt,2015,4.194,3.3110000000000004,71.304,20.1,2.11829,57.215,332698041030.807,3547.71301,30795.827999999998,16602.672,40327.432,4716.615,0.1,1.3,92442.54699999999
158,Egypt,2016,4.362,3.265,71.484,19.4,2.0167900000000003,57.268,332927833278.038,3479.28125,31777.147999999997,16619.068,41190.044,4860.813,0.1,0.0,94447.073
159,Egypt,2017,4.7350001335144,3.21,71.661,18.8,1.9297400000000002,57.295,235369129337.71103,2412.72708,32574.004,16712.358,42152.852999999996,5003.376,0.1,0.0,96442.591
160,El Salvador,2015,6.13,2.101,73.267,13.4,0.4969,30.3,23166030400.0,3669.8789899999997,1794.5479999999998,1298.751,2741.224,490.601,0.6,1.9,6325.124
161,El Salvador,2016,6.068,2.079,73.512,12.9,0.5095,29.499000000000002,23912227500.0,3768.8377,1770.2879999999998,1295.296,2786.742,503.81699999999995,0.6,2.2,6356.143
162,El Salvador,2017,6.002999782562259,2.0580000000000003,73.75,12.5,0.52082,28.725,24805439600.0,3889.30877,1753.261,1283.36,2833.7659999999996,517.739,0.6,1.9,6388.126
163,Estonia,2015,5.428999999999999,1.58,77.59024000000001,2.5,0.06555,31.584,22904456871.8171,17412.448669999998,212.168,134.61700000000002,720.9689999999999,247.571,0.6,0.5,1315.325
164,Estonia,2016,5.517,1.6,77.64146,2.3,0.029110000000000004,31.436999999999998,23984296770.8115,18228.05825,212.362,130.911,722.335,250.90200000000002,0.7,0.0,1316.51
165,Estonia,2017,5.61100006103516,1.6,77.64146,2.1,0.12107000000000001,31.283,26611651598.9452,20200.37559,214.03,127.557,722.987,254.81599999999997,0.7,0.0,1319.39
166,Ethiopia,2015,4.512,4.317,65.03699999999999,44.2,2.54147,80.572,64464547915.2698,645.46501,42527.398,21629.793999999998,33196.005,3482.261,1.0,27.3,100835.45800000001
167,Ethiopia,2016,4.508,4.198,65.475,42.5,2.50182,80.134,73000980433.9486,712.87795,43224.175,22347.13,34434.031,3598.1259999999997,1.0,0.0,103603.462
168,Ethiopia,2017,4.46000003814697,4.081,65.874,41.0,2.4637,79.69,80561496133.9172,767.56348,43890.818,23022.955,35775.102,3711.0490000000004,0.9,0.0,106399.924
169,Gabon,2015,3.8960000000000004,3.85,65.685,37.4,2.86218,11.882,14377324797.637,7448.715690000001,707.65,365.527,803.8739999999999,70.635,4.3,0.0,1947.6860000000001
170,Gabon,2016,4.121,3.786,66.105,36.1,2.53781,11.440999999999999,14014369641.7689,7078.72954,734.653,365.829,834.99,72.40100000000001,4.3,0.0,2007.8729999999998
171,Gabon,2017,4.46500015258789,3.72,66.48,35.1,2.2648599999999997,11.024000000000001,15013950984.084,7413.795209999999,760.312,366.17900000000003,864.316,74.016,4.2,3.4,2064.823
172,Georgia,2015,4.297,2.003,73.096,10.8,0.15748,42.552,13993546747.7492,3756.37852,763.2410000000001,519.7819999999999,2163.7329999999997,577.427,0.4,3.8,4024.183
173,Georgia,2016,4.252,1.996,73.26100000000001,10.2,0.059820000000000005,42.163000000000004,14378016729.1587,3857.27631,772.9960000000001,502.075,2158.215,582.164,0.4,3.9,4015.45
174,Georgia,2017,4.28599977493286,1.986,73.436,9.7,0.01339,41.769,15081338092.2875,4045.41897,782.867,485.404,2152.225,588.22,0.4,5.0,4008.716
175,Ghana,2015,4.633,4.042,62.448,38.9,2.27438,45.913999999999994,49181854798.2552,1783.06109,10636.09,5498.774,10877.809,836.5319999999999,1.7,0.0,27849.205
176,Ghana,2016,4.276,3.984,62.742,37.2,2.23674,45.251000000000005,55009730600.0307,1950.23438,10829.605,5592.584,11196.555,863.201,1.7,13.3,28481.945
177,Ghana,2017,4.11999988555908,3.926,63.033,35.7,2.19818,44.593,58996776237.7603,2046.10999,11013.747,5690.845,11528.725,888.148,1.7,0.0,29121.465
178,Guatemala,2015,6.122999999999999,3.029,73.15,24.7,2.04427,50.028999999999996,63767597193.9175,3923.57334,5888.528,3465.454,6165.898,732.549,0.5,0.0,16252.428999999998
179,Guatemala,2016,6.324,2.9730000000000003,73.40899999999999,23.9,2.01037,49.681000000000004,68663653469.1246,4140.73763,5913.505999999999,3531.675,6376.358,761.5369999999999,0.5,0.0,16583.076
180,Guatemala,2017,6.4539999961853,2.92,73.654,23.1,1.97662,49.32,75620095537.5005,4470.989570000001,5928.848000000001,3595.6279999999997,6596.113,794.3810000000001,0.4,0.0,16914.97
181,Guinea,2015,3.656,4.934,59.419,59.8,2.39392,64.859,8794202409.5678,727.3025200000001,5148.298,2414.242,3540.335,329.213,1.6,0.0,11432.088
182,Guinea,2016,3.6069999999999998,4.855,60.015,58.1,2.48623,64.54,8694360304.563671,701.38864,5240.544,2493.494,3665.159,339.23199999999997,1.5,0.0,11738.428999999998
183,Guinea,2017,3.50699996948242,4.777,60.617,56.4,2.55858,64.207,10472514514.62,823.49372,5339.68,2574.847,3802.211,350.781,1.5,0.0,12067.518999999998
184,Haiti,2015,4.518,2.9730000000000003,63.055,56.1,1.30239,47.573,8724656126.498491,814.5464,3676.554,2139.468,4383.502,496.01800000000003,1.9,0.0,10695.542
185,Haiti,2016,4.0280000000000005,2.9189999999999996,63.33,55.0,1.26424,46.604,7970649131.234159,734.80259,3685.868,2151.888,4489.518,512.696,1.9,0.0,10839.97
186,Haiti,2017,3.6029999256133998,2.8680000000000003,63.589,53.9,1.2268,45.653999999999996,8408150517.976841,765.6839200000001,3692.76,2165.2110000000002,4593.35,531.045,1.9,0.0,10982.366000000002
187,Honduras,2015,4.788,2.5069999999999997,73.376,16.7,1.70643,44.835,20979767785.2104,2341.2753199999997,3073.079,1932.609,3712.5240000000003,394.704,0.4,16.2,9112.916
188,Honduras,2016,4.871,2.4619999999999997,73.575,16.2,1.6824599999999998,44.187,21643936938.9096,2375.09633,3059.403,1966.817,3832.9040000000005,411.671,0.4,16.0,9270.795
189,Honduras,2017,5.1810002326965305,2.423,73.774,15.6,1.6563700000000001,43.543,22978532896.7816,2480.12593,3049.823,1996.621,3952.528,430.041,0.3,17.2,9429.013
190,India,2015,4.565,2.352,68.30199999999999,35.3,1.16753,67.223,2103587813812.2,1606.95269,372623.06899999996,242349.879,621619.171,73560.284,0.2,0.0,1310152.403
191,India,2016,4.404,2.326,68.56,33.6,1.14821,66.818,2290432075123.55,1729.70973,369969.885,243895.766,633918.272,76733.326,0.2,0.0,1324517.249
192,India,2017,4.31500005722046,2.3040000000000003,68.803,32.0,1.12707,66.4,2650725335363.83,1979.3643,367850.972,245212.11899999998,645519.145,80094.549,0.2,0.0,1338676.785
193,Indonesia,2015,5.399,2.3890000000000002,69.025,22.9,1.1810100000000001,46.687,860854235065.0791,3334.54907,70928.717,44022.244000000006,129522.4,13909.895,0.4,7.2,258383.25600000002
194,Indonesia,2016,5.314,2.363,69.191,22.2,1.13749,46.011,931877364177.7421,3568.83265,71228.821,44472.193,131406.113,14449.253999999999,0.4,6.5,261556.38100000002
195,Indonesia,2017,5.26200008392334,2.336,69.355,21.4,1.09538,45.341,1015420587285.06,3846.41571,71230.546,44950.748,133432.33800000002,15037.331,0.4,5.7,264650.963
196,Iraq,2015,4.677,4.427,69.672,26.7,3.12045,30.079,177498577312.923,4914.72761,13983.68,7203.249,13281.301000000001,1104.031,0.0,0.0,35572.261
197,Iraq,2016,4.575,4.37,69.862,26.0,2.96516,29.906,170559560067.682,4584.617429999999,14315.215,7372.297,13769.548,1153.572,0.0,0.0,36610.632000000005
198,Iraq,2017,4.49700021743774,4.309,70.038,25.3,2.84091,29.721999999999998,192060810810.811,5017.96806,14560.891000000001,7530.689,14247.743,1213.458,0.0,0.0,37552.781
199,Israel,2015,7.278,3.09,82.05122,3.0,1.9812900000000002,7.821000000000001,300470790394.92303,35855.27504,2222.894,1181.713,3678.195,895.688,0.0,0.0,7978.49
200,Israel,2016,7.267,3.11,82.40732,2.9,1.96035,7.744,319377923613.703,37371.62691,2264.7070000000003,1200.98,3713.152,930.1460000000001,0.0,0.2,8108.985
201,Israel,2017,7.212999820709231,3.11,82.60244,2.9,1.9387299999999998,7.664,353268411918.577,40543.58417,2303.714,1222.695,3750.8109999999997,966.628,0.0,0.0,8243.848
202,Jamaica,2015,5.709,2.026,75.836,13.9,0.34346,45.167,14145469269.456999,4925.41586,711.1610000000001,539.7090000000001,1394.104,246.047,1.8,0.0,2891.0209999999997
